name,title,description,datatype,required
uid,"Унікальний ідентифікатор, визначений аудитором для набору даних ",Вказується довільний унікальний ідентифікатор,string,True
title,Назва набору даних,Вказується назва набору інформації. Наприклад: Архів звернень громадян за 2016 – 2021 роки,string,True
type,"Тип даних: База даних, реєстр документів, файл тощо","Необхідно вказати тип даних, які описуються: база даних, спеціалізоване програмне забезпечення, набір (архів, підбірка) файлів або документів, тощо. Вказується також формат документу: паперовий або електронний.
Для підбірки документів, які містять неструктуровану інформацію – текст, вказується реєстр.
Наприклад: система ведення документообігу «Діловод»",string,True
dataUser,"Назва структурного підрозділу, який заповнює інформацію","Вказується назва структурного підрозділу, що працює з даними. Наприклад: Відділ документообігу та звернень громадян",string,True
dataCreator,"Назва структурного підрозділу, який створює набір даних","Вказується назва структурного підрозділу, який створює дані. Наприклад: Відділ документообігу та звернень громадян",string,True
dataTransfer,"Орган (структурний підрозділ), якому передається інформація","Вказується назва структурного підрозділу, якому надається інформація із набору даних. У випадку, якщо така передача відбувається. 
Наприклад: Відділ зв’язків із громадськістю.
Якщо інформація не передається, вказати: null",string,False
dataUserName,"ПІБ уповноваженої особи, яка працює із набором даних","Вказується ПІБ (прізвище, ім’я та по батькові) посадової особи (працівника), яка працює із набором даних. Наприклад: Петренко Валентина Петрівна",string,True
dataUserTelephone,"Контактний номер телефону особи, яка працює з даними","Номер телефону має починатися з +380, включати код населеного пункту або оператора та телефонний номер (12 цифр, без пробілів та знаків пунктуації, зокрема дужок). Наприклад: +380123456789. У електронних таблицях допускається написання коду країни 380 або використання комбінації ‘+ (апостроф та плюс). У випадку кількох номерів телефону розділити значення комою",string,True
dataUserEmail,"Контактна адреса електронної пошти особи, яка працює з даними","Адреса електронної пошти. Наприклад, contact@example.gov.ua. У випадку кількох адрес розділити значення комами",string,True
description,"Опис інформації, яка міститься в файлі або базі даних","Надається загальний опис інформації. Наприклад:
Архів звернень громадян за 2016 - 2020 роки, який зберігається в програмному забезпеченні для ведення документообігу «Діловод» в Макарівській селищній раді",string,True
dateCreated,"Дата, коли дані були зібрані чи створені","Для набору даних, який постійно оновлюється, дата створення такого набору. Дата вказується у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2016-01-01",date,True
recordsNumber,Кількість записів у файлі або базі даних,"Вказується загальне число документів, або записів у базі даних чи реєстрі.
Наприклад: 150689",integer,True
purpose,Підстава (нормативний документ) для створення цієї інформації,"Нормативний документ, який є підставою для збору створення інформації. Кілька значень розділяються комою. Наприклад: Закон України «Про доступ до публічної інформації», постанова  Кабінету Міністрів України від 17 січня 2018 року № 55 «Деякі питання документування управлінської діяльності»",string,True
source,Джерело інформації в цьому наборі даних (у разі наявності),"Вказується джерело отримання даних: звернення громадян, дані містобудівного кадастру тощо. 
Наприклад: листи та звернення громадян, запити на інформацію, які надійшли поштою та засобами електронного зв’язку",string,True
updatingFrequency,Частота оновлення набору даних,"Вказується частота оновлення інформації, наприклад: «Щоденно», «Раз на тиждень», «Раз на місяць».
Наприклад: Щоденно",string,True
usageFrequency,Частота використання інформації,"Вказується частота використання інформації, наприклад: «Щоденно», «Раз на тиждень», «Раз на місяць».
Наприклад: Щоденно",string,False
