name,title,description,datatype,required
uid,Ідентифікатор,"Ідентифікатор (номер) об'єкта, який перебуває в оренді чи іншому праві користування. Ідентифікатором може бути довільна комбінація літер та чисел. Наприклад: номер договору і порядковий номер об’єкта в договорі, що розділені знаком дефіс “-”, 456/78-01",string,True
title,Назва,"Назва об’єкта, який перебуває в оренді чи іншому праві користування. Наприклад: Місце для торгівлі у вестибюлі Кременчуцької міської лікарні № 1",string,True
description,Опис,"Опис об’єкта в довільній формі (опис не має дублювати інформацію, що зазначена в інших колонках). Наприклад: гараж розрахований на 5 вантажних транспортних засобів. Кожне місце обладнане оглядовою ямою. Матеріал стін — цегла. Рік побудови — 1965. Висота в'їзних воріт — 5,3 м, висота стелі — 6,5 м. Останній поточний ремонт проведено у 2005 році",string,False
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці розташування обʼєкта. Наприклад: UA32140050010021659,string,True
addressPostCode,Поштовий індекс,Поштовий індекс адреси розташування об’єкта. Наприклад: 01234,string,True
addressAdminUnitL1,Країна,Назва держави. У колонці має бути зазначено: Україна,string,True
addressAdminUnitL2,Регіон,Назва регіону місця розташування об’єкта. Наприклад: Полтавська область.,string,True
addressAdminUnitL3,Район,Назва району. Наприклад: Броварський район. У разі відсутності вказати: null,string,False
addressAdminUnitL4,Територіальна громада,Назва територіальної громади. Наприклад: Згурівська. У разі відсутності вказати: null,string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради. У колонці потрібно зазначати лише назву (без слова “місто”, “селищна рада” та їх скорочень “м.” та “с. р.”). Наприклад: Балта",string,True
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо. Наприклад: вул. Павла Загребельного ",string,True
addressLocatorDesignator,Номер об’єкта,Номер об’єкта (будівлі) може включати числа та букви. Наприклад: 15-А,string,True
addressLocatorBuilding,Номер корпусу,"Номер корпусу зазнається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності вказати: null",string,False
addressLocatorName,Назва будівлі або її частини,"Назва або опис, що дозволяє чіткіше визначити розміщення. Зокрема, назва житлового комплексу, школи, лікарні, офісного або торгового центру; частина будівлі, наприклад, крило; приміщення в будівлі, наприклад, квартира, кабінет, офіс, зала; інший варіант написання номера адреси; довільний текстовий опис, що дозволяє визначити розміщення; інший ідентифікатор. Якщо назва будівлі або її частини відсутня, вказати: null",string,False
unitName,Одиниця виміру,"Одиницею виміру орендованого майна може бути метр квадратний (кв. м.), штука (шт.) відповідно до умов договору. Наприклад: шт.",string,True
quantity,Площа або кількість,"Площа орендованого майна у квадратних метрах або кількість штук відповідно до умов договору. Потрібно зазначити лише число без одиниць виміру (“кв. м”, “шт.”). Наприклад: 1145.6. Десяткові значення відділяються крапкою. ",decimal,True
valueAmount,Оцінка вартості,"Вартість орендованого майна у гривнях відповідно до останньої оцінки. Число вказується без зазначення валюти («грн», «UAH»). Наприклад: 98765.40. Десяткові значення відділяються крапкою.",decimal,True
currencyCode,Валюта,"Літерний код валюти, в якій вказана вартість відповідно до ДСТУ ISO 4217:2010. Наприклад: UAH",string,True
valuationDate,Дата оцінки,Дата останньої оцінки орендованого майна у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2012-01-23,date,True
contractNumber,Номер договору,"Номер договору, відповідно до якого здійснюється оренда чи інше право користування (без знаку “№”). Наприклад: 123-45",string,True
contractDateSigned,Дата підписання,Дата підписання договору у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-06-01,date,True
contractUrl,Посилання на договір,Посилання на оприлюднений договір в мережі Інтернет (URL). Адреса має розпочинатися з http:// або https://. Наприклад: https://example.gov.ua/example/,anyURL,True
contractStatus,Статус договору,"Статус договору може мати одне з чотирьох значень: Чинний, Виконаний, Скасований, Розірваний. Наприклад: Чинний",string,True
