name,title,description,datatype,required
Id,Ідентифікатор,Код ЄДРПОУ постачальника послуг з управління побутовими відходами. Наприклад: 01234567. Дані реєстраційного номера облікової картки платника податків фізичної особи-підприємця знеособлюються. ,string,True
name,Назва,Повна назва постачальника послуг. Наприклад: Комунальне підприємство «Благоустрій»,string,True
homepage,Веб-сайт,Посилання на офіційний веб-сайт постачальника послуг. Посилання має починатися з http:// або https://. Наприклад: https://www.example.com.ua/,anyURL,True
telephone,Телефон,"Номер має починатися з +380, включати код населеного пункту або оператора та телефонний номер (12 цифр, без пробілів і дужок). Наприклад: +380123456789. У електронних таблицях допускається написання коду країни 380 або використання комбінації ‘+ (апостроф та плюс). У випадку кількох номерів телефону значення розділити комою",string,False
email,Адреса електронної пошти,Адреса електронної пошти постачальника послуг. Наприклад: example@example.com,string,False
contractNumber,Номер договору,Номер договору (без знаку «№»). Наприклад: 123-45,string,True
contractDateSigned,Дата підписання,Дата підписання договору у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-06-01,date,True
contractStatus,Статус договору,"Статус договору може мати одне з чотирьох значень: Чинний, Виконаний, Скасований, Розірваний. Наприклад: Чинний",string,True
contractPeriodStartDate,Початок строку,Дата початку строку дії договору у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2024-06-01. ,date,False
contractPeriodEndDate,Завершення строку,Дата завершення строку дії договору у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2025-06-01. ,date,False
contractAmountValue,Вартість,"Розмір загальної вартості послуг за договором. Число вказується без зазначення валюти («грн», «UAH»). Наприклад: 12345.50. Десяткові значення відділяються крапкою. Потрібно дотримуватися одного розділювача для всієї таблиці. ",decimal,True
currencyCode,Валюта,"Літерний код валюти, в якій вказана вартість відповідно до ДСТУ ISO 4217:2010. Наприклад: UAH",string,True
contractUrl,Посилання на договір,Посилання на оприлюднений договір у мережі Інтернет (URL). Адреса має розпочинатися з http:// або https://. Наприклад: https://example.gov.ua/example/,anyURL,True
text,Текст,Вказується текст документа або назва файлу із текстовим вмістом,string,False
containerOwnerName,Назва власника контейнерів,Повна назва юридичної особи власника контейнерів. Наприклад: КП «Благоустрій»,string,True
containerOwnerId,Ідентифікатор,Код ЄДРПОУ власника контейнерів. Наприклад: 01234567. Дані реєстраційного номера облікової картки платника податків фізичної особи-підприємця знеособлюються. ,string,True
serviceHours,Графік та час перевезення зібраних побутових відходів,"Дні тижня позначаються комбінаціями літер (Пн, Вт, Ср, Чт, Пт, Сб, Нд), години — цифрами у 24-годинному форматі (ГГ:ХХ). Для графіка з понеділка до п’ятниці, з 9:00 до 17:00 запис в таблиці матиме вигляд — Пн-Пт 09:00-17:00. Коли потрібно позначити інтервал днів (з понеділка до п’ятниці), використовується дефіс, коли окремі дні (понеділок та п’ятниця) — кома. Наприклад: графік роботи в понеділок і п’ятницю з 09:00-17:00 матиме такий вигляд: Пн,Пт 09:00-17:00. Якщо графік змінюється протягом тижня, різні режими роботи необхідно записати через кому. Наприклад: Пн-Чт 08:00-17:20, Пт 08:00-16:00",string,True
CATUTTC,Код КАТОТТГ адміністративної одиниці ,Код КАТОТТГ адміністративної одиниці збирання побутових відходів. Наприклад: UA32140050010021659,string,True
addressAdminUnitL1,Країна,Назва країни. У колонці має бути зазначено: Україна,string,True
addressAdminUnitL2,Регіон,Назва регіону збирання побутових відходів. Наприклад: Київська область,string,True
addressAdminUnitL3,Район,Назва району збирання побутових відходів. Наприклад: Броварський район. У разі відсутності вказати: null,string,False
addressAdminUnitL4,Територіальна громада,Назва територіальної громади збирання побутових відходів. Наприклад: Згурівська. У разі відсутності вказати: null,string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради збирання побутових відходів. У колонці потрібно зазначати лише назву (без слова «місто», «селищна рада» та їх скорочень «м.» та «с. р.»). Наприклад: Згурівка",string,True
