name,title,description,datatype,required
uid,Ідентифікатор об’єкта,Ідентифікатором об’єкта може бути будь-яка унікальна комбінація літер та чисел. Наприклад: 01234567-01,string,True
name,Назва об’єкта,"Назва, що використовується для позначення об’єкта або розміщується на вивісці. Наприклад: Магазин «Продовольчі товари»",string,True
entityName,Назва суб'єкта господарювання,"Повна назва суб'єкта господарювання відповідно до Єдиного державного реєстру юридичних осіб, фізичних осіб-підприємців і громадських формувань (ЄДР). Наприклад: ФОП Коваль Сергій Вікторович",string,True
entityId,Ідентифікатор суб'єкта господарювання,"Код ЄДРПОУ суб'єкта господарювання. Наприклад: 01234567
Дані реєстраційного номера облікової картки платника податків фізичної особи-підприємця знеособлюються",string,True
activityType,Вид діяльності,"Вид діяльності відповідно до постанова Кабінету Міністрів України від 15 червня 2006 року № 833 «Про затвердження Порядку провадження торговельної діяльності та правил торговельного обслуговування на ринку споживчих товарів» (Офіційний вісник України, 2006 р., № 25, ст. 1818) та ДСТУ 4303:2004. Вид може мати одне зі значень: Роздрібна торгівля; Оптова торгівля; Оптова та роздрібна торгівля; Ресторанне господарство",string,True
type,Тип об’єкта,Тип об'єкта відповідно до Довідника типів об'єктів оподаткування ДФС (http://sfs.gov.ua/dovidniki--reestri--perelik/dovidniki-/127294.html). Наприклад: Супермаркет,string,True
openingHours,Графік роботи,"Дні тижня позначаються комбінаціями літер (Пн, Вт, Ср, Чт, Пт, Сб, Нд), години — цифрами у 24-годинному форматі (ГГ:ХХ). Для графіка з понеділка по п’ятницю, з 9:00 до 17:00 запис в таблиці матиме вигляд — Пн-Пт 09:00-17:00. Коли потрібно позначити інтервал днів (з понеділка по п’ятницю) використовується дефіс, коли окремі дні (понеділок та п’ятниця) — кома. Наприклад, графік роботи в понеділок і п’ятницю з 09:00-17:00 матиме такий вигляд: Пн,Пт 09:00-17:00. Якщо графік змінюється протягом тижня, різні режими роботи необхідно записати через кому. Наприклад: Пн-Чт 08:00-17:20, Пт 08:00-16:00",string,True
availabilityRestriction,Уточнення графіку роботи,"Уточнення у довільній формі щодо обідньої перерви, днів, коли графік діє та ін. Наприклад: Перерва на обід: 12:00-13:00",string,False
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці. Наприклад: UA32140050010021659,string,True
addressPostCode,Поштовий індекс,"Поштовий індекс адреси, за якою розміщений об’єкт. Наприклад: 01234",string,True
addressAdminUnitL1,Назва країни,"Країна, в якій розміщений об’єкт. У цій колонці має бути зазначено Україна",string,True
addressAdminUnitL2,Назва регіону,"Назва регіону, де розміщений об’єкт. Наприклад: Полтавська область",string,True
addressAdminUnitL3,Назва району,"Назва району, де розміщений об’єкт. Наприклад: Броварський район. У разі відсутності вказати: null",string,False
addressAdminUnitL4,Територіальна громада,Назва територіальної громади. Наприклад: Згурівська. У разі відсутності вказати: null,string,False
addressPostName,Назва населеного пункту,"Назва населеного пункту або назва селищної чи сільської ради, де розміщене насадження. У колонці потрібно зазначати лише назву (без слова «місто», «селищна рада» та їх скорочень «м.» та «с. р.»). Наприклад: Балта",string,True
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо. Наприклад: вул. Харківська",string,True
addressLocatorDesignator,Номер будівлі,Номер будівлі (об’єкта) може включати числа та букви. Наприклад: 15-А,string,True
addressLocatorBuilding,Номер корпусу,"Номер корпусу зазнається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності, вказати: null",string,False
addressDescription,Опис розміщення,"Опис вказується за потреби, щоб чіткіше визначити розміщення. Зокрема, назва житлового комплексу, офісного або торгового центру; частина будівлі, наприклад, корпус, крило; приміщення в будівлі, наприклад, квартира, кабінет, офіс, зала; довільний текстовий опис, що дозволяє визначити розміщення",string,False
lat,Географічна широта,Географічна широта обʼєкта. Розділювачем десяткових значень є крапка. Наприклад: 50.123456,decimal,True
lon,Географічна довгота,Географічна довгота обʼєкта. Розділювачем десяткових значень є крапка. Наприклад: 30.123456,decimal,True
authorityName,Назва органу,"Якщо орган місцевого самоврядування видає дозволи на розміщення об’єкта торгівлі, визначає графік роботи в нічний час тощо, у цій та наступних колонках вказуються інформація про дозволи.
Назва уповноваженого органу. Наприклад: Департамент містобудування та архітектури Дніпровської міської ради",string,False
authorityId,Ідентифікатор органу,Код ЄДРПОУ уповноваженого органу. Наприклад: 01234567,string,False
permissionNumber,Номер,Номер дозволу (без знаку №). Наприклад: 501,string,False
permissionIssued,Дата прийняття,Дата видачі дозволу у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,False
permissionStatus,Статус,"Статус дозволу може мати одне зі значень: Не набув чинності, Чинний, Скасований, Втратив чинність. Наприклад: Чинний.",string,False
permissionValidFrom,Дійсний з,Дата набуття чинності дозволу у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,False
permissionValidThrough,Дійсний до,Дата втрати чинності дозволу у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,False
