name,title,description,datatype,required
uid,Ідентифікатор,"Ідентифікатором ордеру є його номер і рік видачі, що розділені символом дефіс. Наприклад: 20-2019. Розпорядники можуть використовувати власні ідентифікатори",string,True
number,Номер ордера,Номер ордера. Наприклад: 20,string,True
issuedDate,Дата видачі,Дата видачі ордера у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,True
authorityName,Назва органу,Назва компетентного органу. Наприклад: Департамент благоустрою та інфраструктури Дніпровської міської ради,string,True
authorityId,Ідентифікатор органу,Код ЄДРПОУ компетентного органу. Наприклад: 01234567,string,True
applicantName,Ім'я або назва заявника,"Прізвище, ім’я, по батькові або назва юридичної особи заявника. Наприклад: Руденко Олександр Іванович",string,True
applicantId,Ідентифікатор заявника,Код ЄДРПОУ заявника. Наприклад: 01234567. Департамент благоустрою та інфраструктури Дніпровської міської ради знеособлюються,string,True
actNumber,Номер акта,Номер акта обстеження зелених насаджень (без знаку №). Наприклад: 101/03,string,True
actIssuedDate,Дата видачі акта,Дата видачі акта у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,True
startDate,Дата відкриття,Дата відкриття ордера у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,True
endDate,Дата закриття,Дата закриття ордера у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,True
removalEndDate,Термін видалення,"Дата, до якої потрібно провести видалення, у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30",date,True
improvementEndDate,Термін відновлення благоустрою,"Дата, до якої потрібно провести благоустрій та озеленення, у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30",date,True
