name,title,description,datatype,required
uid,Ідентифікатор,Реєстраційний номер або будь-який інший ідентифікатор звернення. Наприклад: 2019/102,string,True
receivedDateTime,Дата та час реєстрації,Дата та час реєстрації звернення у форматі ISO 8601 (рррр-мм-ддTгг:хх). Наприклад: 2019-05-30Т10:45,dateTime,True
type,Тип звернення,"Тип звернення. Наприклад: «Повідомлення про аварійну ситуацію»,«Запит на інформацію».",string,True
kind,Тематична категорія,"Тематична категорія. Наприклад: «Водопостачання», «Електропостачання».",string,True
content,Зміст,"Вказується зміст звернення або скарги, конфіденційна інформація (така, як ПІБ заявника тощо) має знеособлюватись. Наприклад: Відсутнє гаряче водопостачання та опалення в будинку, в підвалі чутно шум води.",string,True
accrualMethod,Спосіб надходження,Вказується спосіб надходження. Наприклад: Гаряча лінія,string,True
CATUTTC,Код КАТОТГ,Код КАТОТГ адміністративної одиниці адреси звернення. Наприклад: UA32140050010021659,string,False
addressPostCode,Поштовий індекс,Поштовий індекс адреси звернення. Наприклад: 01234,string,False
addressAdminUnitL1,Країна,Назва держави. У колонці має бути зазначено: Україна,string,False
addressAdminUnitL2,Регіон,Назва регіону адреси звернення. Наприклад: Полтавська область,string,False
addressAdminUnitL3,Район,Назва району. Наприклад: Броварський район. У разі відсутності вказати: null,string,False
addressAdminUnitL4,Територіальна громада,Назва територіальної громади. Наприклад: Згурівська. У разі відсутності вказати: null,string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради, де розміщене насадження. У колонці потрібно зазначати лише назву (без слова «місто», «селищна рада» та їх скорочень «м.» та «с. р.»). Наприклад: Балта",string,False
addressThoroughfare,Вулиця або аналог,"Назва вулиці на якій відбулась подія щодо якої звертаються.Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо адреси звернення. Наприклад: вул. Харківська.",string,False
addressLocatorDesignator,Номер об’єкта,Номер будівлі в якій відбулась подія щодо якої звертаються.Номер може включати числа та букви. Наприклад: 15-А,string,False
addressLocatorBuilding,Номер корпусу,"Номер корпусу будівлі в якій відбулась подія щодо якої звертаються. зазначається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності вказати: null",string,False
status,Статус,Статус обробки звернення. Наприклад: «Заявку прийнято»,string,True
organizationName,Назва виконавця,Вказується назва організація - виконавця робіт. ,string,True
organizationId,Код ЄДРПОУ виконавця,Код ЄДРПОУ юридичної особи виконавця. Наприклад: 01411082,string,True
result,Результат розгляду заявки,Результат за результатами розгляду заявки. Наприклад: «Пошкодження аварійної ділянки усунено»,string,True
