name,title,description,datatype,required
id,Ідентифікатор,"Ідентифікатором об’єкта може може бути код ЄДРПОУ балансоутримувача та інвентарний номер об’єкта, що розділені знаком дефіс “-”. Наприклад: 01234567-10000234. Розпорядники можуть використовувати власні ідентифікатори",string,True
isPartOf,Назва майнового комплексу,"Назва майнового комплексу, частиною якого є об’єкт. Наприклад: Комплекс авторемонтних майстерень КП «Полтаваелектротранс». Якщо об’єкт не є частиною майнового комплексу, вказати: null",string,False
title,Назва,Назва об’єкта. Наприклад: Навчальний корпус.,string,True
description,Опис,"Опис об’єкта комунальної власності в довільній формі. Наприклад: гараж розрахований на 5 вантажних транспортних засобів. Кожне місце обладнане оглядовою ямою. Матеріал стін — цегла. Рік побудови — 1965. Висота в'їзних воріт — 5,3 м., висота стелі — 6,5 м.. Останній поточний ремонт проведено у 2005 році. Якщо опис відсутній, вказати: null",string,False
ownerName,Назва власника,"Повна назва юридичної особи, яка є власником об’єкта. Наприклад: Олександрійська міська рада",string,True
ownerId,Ідентифікатор власника,"Код ЄДРПОУ юридичної особи, яка є власником об’єкта. Наприклад: 01411082",string,True
balanceHolderName,Назва балансоутримувача,"Повна назва юридичної особи, яка є балансоутримувачем об'єкта. Наприклад: Міська лікарня №4 Житомирської міської ради. Якщо балансоутримувач відсутній, зазначити: null",string,False
balanceHolderId,Ідентифікатор балансоутримувача,"Код ЄДРПОУ юридичної особи, яка є балансоутримувачем об'єкта. Наприклад: 01411082. Якщо балансоутримувач відсутній, зазначається: null",string,False
userName,Назва користувача,"Повна назва юридичної особи або ПІБ ФОП, яка є користувачем об'єкта комунальної власності. Наприклад: Приватне підприємство «Аптека №3». Якщо користувач збігається з балансоутримувачем, вказати дані останнього",string,False
userId,Ідентифікатор користувача,"Код ЄДРПОУ юридичної особи, яка є користувачем об'єкта. Наприклад: 01411082. Якщо користувач збігається з балансоутримувачем, вказати дані останнього",string,False
dk018classId,Код класу  НК 018:2023 «Класифікатор будівель і споруд»,"Код класу, який відповідає об’єкту комунальної власності, в національному класифікаторі НК 018:2023 «Класифікатор будівель і споруд».
Наприклад, 1242.1",string,True
dk018classDescription,Назва класу  НК 018:2023 «Класифікатор будівель і споруд»,"Назва класу, який відповідає об’єкту комунальної власності, в національному класифікаторі НК 018:2023 «Класифікатор будівель і споруд».. Наприклад, Будівлі шкіл та інших середніх навчальних закладів",string,True
unitName,Назва одиниці виміру,"Одиницею виміру може бути метр квадратний (кв. м.) або, якщо площа невідома, штука (шт.). Наприклад: шт.",string,True
area,Площа або кількість штук,"Площа об’єкта комунальної власності у квадратних метрах або кількість штук (якщо площа невідома). Потрібно зазначити лише число без одиниць виміру (кв. м., шт.). Наприклад: 11450,60. Десяткові значення відділяються крапкою або комою. Потрібно дотримуватися одного розділювача для всієї таблиці",decimal,True
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці Наприклад: UA32060110010087428,string,True
addressPostCode,Поштовий індекс,Поштовий індекс адреси розташування об’єкта. Наприклад: 01234,string,True
addressAdminUnitL1,Країна,Назва держави. У колонці має бути зазначено: Україна,string,True
addressAdminUnitL2,Регіон,Назва регіону місця розташування об’єкта. Наприклад: Полтавська область,string,True
addressAdminUnitL3,Район,Назва району. Наприклад: Броварський район. У разі відсутності вказати: null,string,False
addressAdminUnitL4,Територіальна громада,Назва територіальної громади. Наприклад: Згурівська. У разі відсутності вказати: null,string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради. У колонці потрібно зазначати лише назву (без слова “місто”, “селищна рада” та їх скорочень “м.” та “с. р.”). Наприклад: Балта",string,True
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо. Наприклад: вул. Харківська",string,True
