name,title,description,datatype,required
uid,Ідентифікатор,Унікальний довільний ідентифікатор пункту прийому вторинної сировини. Наприклад: 123-п,string,True
wasteType,"Типи вторинної сировини, які приймаються для переробки","Вказуються типи вторинної сировини, які приймаються. Значення розділяються комою. Наприклад: скло, папір, метал, побутова техніка",string,True
isHazardWaste,Чи приймаються небезпечні відходи,"Вказується, чи передбачений для контейнерного майданчику роздільний збір небезпечних відходів. Якщо так, вказується True, якщо ні - False. Наприклад: True",boolean,True
hazardWasteType,Які типи небезпечних відходів приймаються,"Вказуються типи небезпечних відходів, які приймаються. Значення розділяються комою. Наприклад: літієві акумулятори, батарейки, моторне мастило",string,True
organizationName,Назва компанії,"Повна назва юридичної особи або прізвище ім’я та по батькові ФОП, які здійснюють прийом вторинної сировини. Наприклад: КП «Благоустрій»",string,True
organizationIdentifier,Код ЄДРПОУ компанії,"Код ЄДРПОУ юридичної особи, яка здійснює прийом вторинної сировини. Наприклад: 01411082. Дані РНОКПП ФОП знеособлюються",string,True
openingHours,Графік роботи пункту прийому вторинної сировини,"Дні тижня позначаються комбінаціями літер (Пн, Вт, Ср, Чт, Пт, Сб, Нд), години — цифрами у 24-годинному форматі (ГГ:ХХ). Для графіка з понеділка до п’ятниці, з 9:00 до 17:00 запис в таблиці матиме вигляд — Пн-Пт 09:00-17:00. Коли потрібно позначити інтервал днів (з понеділка до п’ятниці), використовується дефіс, коли окремі дні (понеділок та п’ятниця) — кома. Наприклад: графік роботи в понеділок і п’ятницю з 09:00-17:00 матиме такий вигляд: Пн,Пт 09:00-17:00. Якщо графік змінюється протягом тижня, різні режими роботи необхідно записати через кому. Наприклад: Пн-Чт 08:00-17:20, Пт 08:00-16:00",string,True
contactPoint Email,Адреса електронної пошти,"Адреса електронної пошти юридичної особи або  ФОП, які здійснюють прийом вторинної сировини. Наприклад: fair@example.gov.ua.",string,True
contactPoint Telephone,Телефон,"Номер телефону має починатися з +380, включати код населеного пункту або оператора та телефонний номер (12 цифр, без пробілів та знаків пунктуації, зокрема дужок). Наприклад: +380123456789. В електронних таблицях допускається написання коду країни 380 або використання комбінації ‘+ (апостроф та плюс)",string,True
contactPoint Url,"Посилання на сторінку контактної особи, підрозділу або приймальні","Адреса веб-сторінки юридичної особи, або ФОП, які здійснюють прийом вторинної сировини в мережі Інтернет (URL). Адреса має розпочинатися з http:// або https://. Наприклад: https://example.gov.ua/example/",anyURL,True
text,Текст,Вказується назва файлу із текстовим вмістом.,string,True
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці. Наприклад: UA32140050010021659,string,True
addressPostCode,Поштовий індекс,Поштовий індекс адреси пункту прийому вторинної сировини. Наприклад: 01234,string,True
addressAdminUnitL1,Країна,Назва країни. У колонці має бути зазначено: Україна,string,True
addressAdminUnitL2,Регіон,"Назва регіону, де розміщений пункт прийому вторинної сировини. Наприклад: Полтавська область",string,True
addressAdminUnitL3,Район,"Назва району, де розміщений пункт прийому вторинної сировини. Наприклад: Броварський район. У разі відсутності вказати: null",string,False
addressAdminUnitL4,Територіальна громада,"Назва територіальної громади, де розміщений пункт прийому вторинної сировини. Наприклад: Згурівська. У разі відсутності вказати: null",string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради, де розміщене насадження. У колонці потрібно зазначати лише назву (без слова «місто», «селищна рада» та їх скорочень «м.» та «с. р.»). Наприклад: Балта",string,True
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо, де розміщений пункт прийому вторинної сировини. Наприклад: вул. Харківська",string,True
addressLocatorDesignator,Номер будівлі,"Номер будівлі (об’єкта), де розміщений пункт прийому вторинної сировини, може включати числа та букви. Наприклад: 15-А",string,True
addressLocatorBuilding,Номер корпусу,"Номер корпусу зазначається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності, вказати: null",string,False
addressDescription,Опис розміщення,"Опис вказується за потреби, щоб чіткіше визначити розміщення. Наприклад: Центральна алея",string,False
lat,Географічна широта,Географічна широта місця розміщення контейнерного майданчика. Розділювач десяткових значень — крапка. Наприклад: 50.457718. У разі відсутності вказати: null,decimal,False
lon,Географічна довгота,Географічна довгота місця розміщення контейнерного майданчика. Розділювач десяткових значень — крапка. Наприклад: 30.487021. У разі відсутності вказати: null,decimal,False
