name,title,description,datatype,required
uid,Ідентифікатор,Реєстраційний номер або будь-який інший ідентифікатор адреси. Наприклад: 2019-345/п,string,True
authorityName,Назва органу,Назва уповноваженого органу. Наприклад: Управління державного архітектурно-будівельного контролю Дніпровської міської ради,string,True
authorityId,Ідентифікатор органу,Код ЄДРПОУ уповноваженого органу. Наприклад: 01234567,string,True
applicantName,Ім'я або назва заявника,"Прізвище, ім’я, по батькові або назва юридичної особи заявника. Наприклад: Супрун Олександр Іванович",string,True
applicantId,Ідентифікатор заявника,Код ЄДРПОУ заявника. Наприклад: 01234567. Дані реєстраційного номера облікової картки платника податків фізичної особи -підприємця знеособлюються,string,True
decisionTitle,Назва рішення,Повна назва рішення про присвоєння адреси. Наприклад: Про присвоєння адрес,string,False
decisionNumber,Номер рішення,Номер рішення про присвоєння адреси (без знака №). Наприклад: 410,string,True
decisionIssuedDate,Дата рішення,Дата рішення у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,False
text,Текст,Вказується назва файлу із текстовим вмістом.,string,True
decisionUrl,Посилання,"Посилання на рішення, оприлюднене в мережі Інтернет. Посилання має починатися з http:// або https://. Наприклад: https://www.example.gov.ua/example.doc",anyURL,True
cadastralNumber,Кадастровий номер,"Кадастровий номер земельної ділянки, на якій розміщується об’єкт будівництва. Наприклад: 01234567890:01:012:0123",string,True
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці. Наприклад: UA32140050010021659,string,True
addressPostCode,Поштовий індекс,Поштовий індекс адреси об'єкта будівництва. Наприклад: 01234,string,True
addressAdminUnitL1,Країна,Назва держави. У колонці має бути зазначено Україна,string,True
addressAdminUnitL2,Регіон,Назва регіону (назва адміністративно-територіальної одиниці найвищого рівня). Наприклад: Полтавська область,string,True
addressAdminUnitL3,Район,Назва району. Наприклад: Броварський район. У разі відсутності вказати: null,string,False
addressAdminUnitL4,Територіальна громада,Назва територіальної громади. Наприклад: Згурівська. У разі відсутності вказати: null,string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради, де розміщене насадження. У колонці потрібно зазначати лише назву (без слова «місто», «селищна рада» та їх скорочень «м.» та «с. р.»). Наприклад: Балта",string,True
addressObjectName,Назва об’єкта,"Назва гідрографічного, соціально-економічного, природно-заповідного або іншого подібного об’єкта (за наявності). Наприклад: урочище Вільшане. У разі відсутності вказати: null",string,False
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо. Наприклад: вул. Харківська",string,False
addressLocatorDesignator,Номер об’єкта,"Номер об’єкта (групи будівель і споруд підприємства (як єдиного майнового комплексу), будівлі, споруди). Номер може включати числа та букви. Наприклад: 15-А",string,True
addressLocatorBuilding,Номер корпусу,"Номер корпусу зазначається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності вказати: null",string,False
statusType,Статус,"Статус адреси: Чинна, Чинна зі змінами, Скасована, Чинність відновлено. Наприклад: Чинна",string,True
statusDescription,Підстава зміни статусу,"Інформація про підставу для зміни статусу адреси. Наприклад: наказ Департаменту містобудування та архітектури Дніпровської міської ради від 12 березня 2019 року № 234. Якщо зміни відсутні, вказати: null",string,False
