name,title,description,datatype,required
uid,Ідентифікатор,Порядковий номер або будь-який інший ідентифікатор благодійної допомоги. Наприклад: 12,string,True
date,Дата отримання,Дата отримання благодійної допомоги у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-09-26,date,True
donationTitle,Найменування,"Якщо пожертва була надана у грошовій формі, вказати «Грошові кошти». Якщо у матеріальній — найменування товарів, послуг, робіт тощо. Наприклад: Ноутбук Apple A1932 MacBook Air 13",string,True
donationPurpose,Призначення,"Призначення благодійної допомоги, сформульоване у довільній формі. Наприклад: проведення культурно-розважальних заходів",string,True
donationQuantity,Кількість,"Якщо пожертва була надана у матеріальній формі, вказати кількість одиниць товарів, послуг, робіт тощо (лише число). Роздільник десяткових значень капка. Наприклад: 1.0 У випадку грошових коштів вказати: null",decimal,True
unitName,Назва одиниці виміру,"Якщо пожертва була надана у матеріальній формі, вказати одиницю виміру, наприклад, штука (шт.), квадратний метр (кв. м.), літр (л.) тощо. Наприклад: шт. У випадку грошових коштів вказати: null",string,True
amountValue,Вартість,"Сума грошових коштів або вартість товарів, послуг, робіт тощо у гривнях (лише число). Наприклад: 2000.00. Десяткові значення відділяються крапкою.",decimal,True
currencyCode,Валюта,"Літерний код валюти, в якій вказана вартість відповідно до ДСТУ ISO 4217:2010. Наприклад: UAH",string,True
recipientId,Ідентифікатор набувача,"Код ЄДРПОУ юридичної особи, яка є набувачем благодійної допомоги. Наприклад: 01234567",string,True
recipientName,Назва набувача,"Повна назва юридичної особи, яка є набувачем благодійної допомоги. Наприклад: Чернігівська загальноосвітня школа I-III ст. №",string,True
donorId,Ідентифікатор благодійника,"Код ЄДРПОУ юридичної особи, яка надає благодійну допомогу. Наприклад: 01234567. Якщо надавачів декілька, розділити значення комою. Дані реєстраційного номера облікової картки платника податків фізичної особи-підприємця знеособлюються",string,True
implementerAddressAdminUnitL1,Країна,Зазначається трилітерний код країни реєстрації благодійника відповідно до стандарту ISO 3166. Наприклад: UKR,string,True
donorName,Назва або ім’я благодійника,"Назва юридичної особи або прізвище, ім’я, по батькові фізичної особи, що є благодійником. Наприклад: Коваль Олександр Сергійович. Якщо надавачів декілька, розділити значення комою",string,True
actId,Номер акта,"Номер акта приймання-передачі майна (за наявності) без знака “№”. Наприклад: 123-45. Якщо акт відсутній, вказати: null",string,False
actDate,Дата акта,"Дата підписання акта приймання-передачі майна (за наявності) у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-09-26. Якщо акт відсутній, вказати: null",date,False
usageStatus,Стан використання,"Для грошових коштів, послуг/робіт стан використання може мати одне зі значень: Не використано, Використано. Для товарів – Не використано, Використовується, Використано",string,True
