name,title,description,datatype,required
uid,Ідентифікатор,Унікальним ідентифікатором може бути ідентифікатор адреси з адресного реєстру або будь-яка інша довільна комбінація. Наприклад: lisova-123,string,True
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці. Наприклад: UA32140050010021659,string,True
postCode,Поштовий індекс,П’ятизначний поштовий індекс адреси. Наприклад: 71890,string,True
adminUnitL1,Країна,Назва держави. У колонці має бути зазначено Україна,string,True
adminUnitL2,Регіон,Назва регіону. Наприклад: Полтавська область,string,True
adminUnitL3,Район,Назва району. Наприклад: Броварський район. У разі відсутності вказати: null,string,False
addressAdminUnitL4,Територіальна громада,Назва територіальної громади. Наприклад: Згурівська. У разі відсутності вказати: null,string,False
postName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради, де розміщене насадження. У колонці потрібно зазначати лише назву (без слова «місто», «селищна рада» та їх скорочень «м.» та «с. р.»). Наприклад: Балта",string,True
thoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо, на якому розміщена адреса. Наприклад: вул. Харківська",string,True
locatorDesignator,Номер будівлі,Номер може включати числа та букви. Наприклад: 15-А,string,True
addressLocatorBuilding,Номер корпусу,"Номер корпусу зазнається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності вказати: null",string,False
territoryuid,Ідентифікатор території,Ідентифікатор території обслуговування з таблиці Territories. Наприклад: 5,string,True
