name,title,description,datatype,required
uid,Ідентифікатор,Реєстраційний номер або будь-який інший ідентифікатор заявки. Наприклад: 10,string,True
receivedDate,Дата подання,Дата подання заявки у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-06-30,date,True
number,Номер у черзі,Номер заявки в черзі на отримання місця (ціле число). Наприклад: 19,integer,True
gender,Стать,"Стать дитини. Зазначається цифрами відповідно до стандарту ISO/IEC 5218:2004: 0 — невідомо, 1 — чоловік, 2 — жінка, 9 — не застосовується. Наприклад: 2",integer,True
birthDate,Дата народження дитини,"Зазначається рік народження дитини, цілим числом. Наприклад: 2022",integer,True
ageGroup,Вікова група,Вікова група відповідного до наявного поділу в закладах. Наприклад: Друга група раннього віку — від 2 до 3 років,string,True
benefitType,Наявність пільг,Наявність пільг може мати одне зі значень: Так або Ні. Інформація про тип та підставу отримання пільги знеособлюється. Наприклад: Так,string,True
institutionName,Назва закладу,"Назва закладу, куди була подана заявка. Наприклад: Дошкільний навчальний заклад №2 Шевченківського району м. Києва",string,True
institutionId,Ідентифікатор закладу,"Код ЄДРПОУ закладу. Наприклад: 01234567. Якщо код відсутній, вказати: null",string,False
dateProvided,Дата виконання,Дата виконання заявки (надання місця) у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-06-30,date,False
status,Статус заявки,"Статус заявки. Наприклад: Чинна, Виконана, Скасована. Розпорядники також можуть використовувати власні статуси",string,True
