name,title,description,datatype,required
uid,Ідентифікатор,Номер або інший унікальний ідентифікатор звіту. Наприклад: z-2018-01,string,True
title,Назва,Повна назва звіту. Наприклад: Звіт про виконання плану роботи за I півріччя 2018 року,string,True
acceptedDate,Дата затвердження,"Дата затвердження звіту видавником у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-07-06. Якщо затвердження не передбачене, вказати: null",date,False
issuedDate,Дата оприлюднення,Дата оприлюднення звіту в форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-07-06,date,True
type,Тип,"Типи звітів визначають розпорядники відповідно до повноважень, зокрема, звіти керівників, звіти про діяльність, звіти щодо задоволення запитів на інформацію, інше. Наприклад: звіти про діяльність",string,True
url,Посилання,"Посилання на звіт, оприлюднений в мережі Інтернет (URL). Посилання має починатися з http:// або https://. Наприклад: https://www.example.gov.ua/example/",anyURL,True
text,Текст ,Вказується назва файлу із текстовим вмістом.,string,True
creatorName,Назва/Ім’я автора,"Прізвище, ім’я, по батькові посадової особи, назва структурного підрозділу або органу, що відповідальні за підготовку звіту. Наприклад: Департамент інформатизації",string,True
publisherName,Назва видавника,Повна назва видавника звіту. Наприклад: Міністерство охорони здоров’я України,string,True
publisherId,Ідентифікатор видавника,"Якщо видавник є юридичною особою, вказати його код ЄДРПОУ. Наприклад: 01234567. У іншому випадку зазначити: null",string,False
