name,title,description,datatype,required
uid,Ідентифікатор,Номер або будь-який інший ідентифікатор містобудівних умов та обмежень. Наприклад: 123,string,True
orderNumber,Номер наказу,Номер наказу про затвердження містобудівних умов та обмежень. Наприклад: 2018-20а,string,True
orderIssued,Дата видання наказу,Дата наказу у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,True
authorityName,Назва органу,Назва уповноваженого органу. Наприклад: Департамент містобудування та архітектури Дніпровської міської ради,string,True
authorityId,Ідентифікатор органу,Код ЄДРПОУ уповноваженого органу. Наприклад: 01234567,string,True
applicantName,Ім'я або назва замовника,"Прізвище, ім’я, по батькові або назва юридичної особи замовника. Наприклад: ТОВ «Будівельні технології»",string,True
applicantId,Ідентифікатор замовника,Код ЄДРПОУ замовника. Наприклад: 01234567. Дані реєстраційного номера облікової картки платника податків фізичної особи -підприємця знеособлюються,string,True
type,Вид будівництва,"Вказується вид будівництва відповідно до пункту 1 частини першої статті 1 Закону України «Про регулювання містобудівної діяльності»: нове будівництво, реконструкція, реставрація, капітальний ремонт об’єкта будівництва ",string,True
name,Назва об'єкта,Назва об'єкта будівництва. Наприклад: Житловий будинок,string,True
parcelNumber,Кадастровий номер,"Кадастровий номер земельної ділянки, на якій розміщується об’єкт будівництва. Наприклад: 12345678901:01:012:0123",string,True
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці. Наприклад: UA32140050010021659,string,True
addressPostCode,Поштовий індекс,Поштовий індекс адреси об'єкта будівництва. Наприклад: 01234,string,True
addressAdminUnitL1,Країна,Назва держави. У колонці має бути зазначено: Україна,string,True
addressAdminUnitL2,Регіон,"Назва регіону, де розміщений об’єкт будівництва. Наприклад: Полтавська область",string,True
addressAdminUnitL3,Район,Назва району. Наприклад: Броварський район. У разі відсутності вказати: null,string,False
addressAdminUnitL4,Територіальна громада,Назва територіальної громади. Наприклад: Згурівська. У разі відсутності вказати: null,string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради. У колонці потрібно зазначати лише назву (без слова “місто”, «місто», «селищна рада» та їх скорочень «м.» та «с. р.»). Наприклад: Балта",string,True
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо, де розміщений об’єкт. Наприклад: вул. Харківська.",string,True
addressLocatorDesignator,Номер об’єкта,Номер може включати числа та букви. Наприклад: 15-А,string,True
addressLocatorBuilding,Номер корпусу,"Номер корпусу зазначається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності вказати: null",string,False
status,Статус,"Статус містобудівних умов та обмежень може мати одне зі значень: Чинні, Чинні зі змінами, Втратили чинність, Скасовані, Чинність відновлено. Наприклад: Чинні",string,True
changesDescription,Зміни,"Інформація про внесення змін до містобудівних умов та обмежень. Наприклад: наказ Управління державного архітектурно-будівельного контролю Дніпровської міської ради від 12 березня 2019 року № 234. Якщо зміни відсутні, вказати: null",string,False
cancellationDescription,Скасування,"Опис підстави для скасування або зупинення дії містобудівних умов та обмежень. Наприклад: наказ Департаменту містобудування та архітектури Дніпровської міської ради від 12 березня 2019 року № 234. Якщо підстави відсутні, вказати: null",string,False
url,Посилання,"Посилання на примірник містобудівних умов та обмежень, оприлюднених в мережі Інтернет (URL). Посилання має починатися з http:// або https://. Наприклад: https://www.example.gov.ua/example/",anyURL,True
