name,title,description,datatype,required
id,Ідентифікатор,Номер реєстраційного посвідчення лікарського засобу відповідно до Державного реєстру лікарських засобів України. Наприклад: UA/6249/01/02,string,True
name,Торговельна назва,Торговельна назва засобу/препарату відповідно до Державного реєстру лікарських засобів України. Наприклад: АНАЛЬГІН,string,True
type,Форма випуску,Форма випуску відповідно до орма випуску відповідно до бази даних «StandartTerms» Європейського директорату з якості ліків та охорони здоров’я (EDQM) Наприклад: Розчин для ін’єкцій,string,True
quantity,Кількість,Кількість (залишок) лікарського засобу. Число вказується без зазначення одиниці вимірювання (“мл”). Наприклад: 20.0 Десяткові значення відділяються крапкою. ,decimal,True
unitName,Одиниця виміру,"Одиниця виміру лікарського засобу може мати одне зі значень: каністра, мішок, штука, таблетка, флакон, капсула, упаковка, МО, ампула, балон, доза, кілограм, грам, комплект, літр, рулон, метр, набір, пакунок, ящик",string,True
expiration_Date,Строк придатності,"Дата, завершення строку придатності лікарського засобу у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2021-05-30",date,True
sourceType,Джерело отримання,"Джерело отримання засобу може мати одне зі значень: Кошти державного бюджету, Кошти місцевого бюджету, Благодійна допомога, Гуманітарна допомога. Наприклад: Кошти державного бюджету",string,True
orderNumber,Номер наказу,Номер наказу (без знаку №). Наприклад: 101/03,string,True
orderIssued,Дата видання,Дата видання наказу у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,True
orderUrl,Посилання,"Посилання на наказ, оприлюднений у мережі Інтернет. Посилання має починатися з http:// або https://. Наприклад: https://www.example.gov.ua/example.doc",anyURL,True
distributorId,Ідентифікатор надавача,Код ЄДРПОУ надавача лікарських засобів та медичних виробів. Наприклад: 01234567,string,True
distributorName,Назва надавача,Повна назва надавача лікарських засобів та медичних виробів. Наприклад: Управління охорони здоров’я Полтавської ОДА,string,True
recipientId,Ідентифікатор отримувача,Код ЄДРПОУ отримувача лікарських засобів та медичних виробів. Наприклад: 01234567,string,True
recipientName,Назва отримувача,Назва отримувача лікарських засобів та медичних виробів. Наприклад: Одеська міська клінічна інфекційна лікарня,string,True
