name,title,description,datatype,required
uid,Ідентифікатор,Ідентифікатор об’єкта будівництва. Наприклад: UA-2019-01-01-001111-a. Також розпорядники можуть використовувати власні ідентифікатори або порядкові номери,string,True
title,Назва об’єкта,Назва об'єкта. Наприклад: Ділянка тротуару,string,True
description,Опис робіт,"Опис робіт та всі інші важливі відомості, які не визначені в інших колонках таблиці. Наприклад: Влаштування твердого покриття тротуару",string,True
procuringEntityName,Назва замовника,Повна назва замовника. Наприклад: Департамент житлово-комунального господарства Луцької міської ради,string,True
procuringEntityId,Ідентифікатор замовника,Код ЄДРПОУ замовника. Наприклад: 01234567.,string,True
suppliersName,Виконавець,"Повна назва виконавця. Наприклад: ТОВ “РемБуд Плюс». Якщо виконавців кілька, то значення потрібно відділяти комами",string,True
suppliersId,Ідентифікатор виконавця,"Код ЄДРПОУ юридичної особи - виконавця. Дані реєстраційного номера облікової картки платника податків фізичної особи - підприємця знеособлюються. Наприклад: 30659101. Якщо виконавців кілька, то значення потрібно відділяти комами",string,True
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці адреси проведення робіт. Наприклад: UA32140050010021659,string,True
addressPostCode,Поштовий індекс,Поштовий індекс адреси об’єкта. Наприклад: 01234,string,True
addressAdminUnitL1,Країна,"Назва країни, в якій розміщений об’єкт. У колонці має бути зазначено: Україна",string,True
addressAdminUnitL2,Регіон,Назва регіону. Наприклад: Полтавська область,string,True
addressAdminUnitL3,Район,Назва району. Наприклад: Броварський район. У разі відсутності вказати: null.,string,False
addressAdminUnitL4,Територіальна громада,Назва територіальної громади. Наприклад: Згурівська. У разі відсутності вказати: null,string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради, де розміщене насадження. У колонці потрібно зазначати лише назву (без слова «місто», «селищна рада» та їх скорочень «м.» та «с. р.»). Наприклад: Балта",string,True
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо. Наприклад: вул. Харківська",string,True
addressLocatorDesignator,Номер будівлі,Номер будівлі (об’єкта) може включати числа та букви. Наприклад: 15-А,string,True
addressLocatorBuilding,Номер корпусу,"Номер корпусу зазнається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності, вказати: null",string,False
lat,Географічна широта,Географічна широта місця розташування об'єкта. Розділювач десяткових значень — крапка. Наприклад: 50.457718 . У разі відсутності вказати: null,decimal,False
lon,Географічна довгота,Географічна довгота місця розташування об’єкта. Розділювач десяткових значень — крапка. Наприклад: 30.487021. У разі відсутності вказати: null,decimal,False
contractsValueAmount,Фактична вартість,Фактична вартість робіт згідно з укладеними договорами (лише число). Десяткові значення відділяються крапкою. Наприклад: 105090.00 ,decimal,True
contractsValueCurrency,Валюта,"Літерний код валюти, в якій вказана вартість відповідно до ДСТУ ISO 4217:2010. Наприклад: UAH	",string,True
periodStartDate,Дата початку робіт,Дата початку робіт у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-07-06,date,True
periodEndDate,Дата завершення робіт,Дата завершення робіт у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-09-06,date,True
warrantyDuarationIn,Гарантійний строк,Тривалість гарантійного строку в роках (лише число). Десяткові значення відділяються крапкою. Наприклад: 1.5 ,decimal,True
part,Частка фінансування коштом пайової участі,Частка фінансування об'єкта будівництва коштом пайової участі без зазначення знака %. Десяткові значення відділяються крапкою. Наприклад: 10.0,decimal,True
