name,title,description,datatype,required
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці місцезнаходження обʼєкта. Наприклад:  UA32140050010021659,string,True
addressPostCode,Поштовий індекс,Поштовий індекс обʼєкта. Наприклад: 01234,string,True
addressAdminUnitL1,Назва країни,Зазначається трилітерний код  країни відповідно до стандарту ISO 3166. Наприклад: UKR,string,True
addressAdminUnitL2,Область,Вказується назва області. Наприклад: Волинська область,string,True
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради. У колонці потрібно зазначати лише назву (без слова «місто», «селищна рада» та їх скорочень «м.» та «с. р.»). Наприклад: Луцьк",string,True
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо, на якому розміщена адреса. Наприклад: вул. Ковельська",string,True
addressLocatorDesignator,Номер будівлі,Номер може включати числа та букви. Наприклад: 15-А,string,True
addressLocatorBuilding,Номер корпусу,"Номер корпусу зазнається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності вказати: null",string,False
lat,Географічна широта,Географічна широта місця розташування обʼєкта. Розділювач десяткових значень — крапка. Наприклад: 50.41717. У разі відсутності вказати: null,decimal,True
lon,Географічна довгота,Географічна довгота місця розташування обʼєкта. Розділювач десяткових значень — крапка. Наприклад: 30.53309. У разі відсутності вказати: null,decimal,True
authorityId,Ідентифікатор,"Код ЄДРПОУ в Єдиному державному реєстрі юридичних осіб, фізичних осіб-підприємців та громадських формувань (ЄДР) органу (органів) влади, апарат якого (яких) розміщується в будівлі, установи/закладу. Якщо значень кілька - вони розділяються комою Наприклад: 01234567",string,True
authorityName,Повна назва,"Найменування органу (органів) влади, апарат якого (яких) розміщується в будівлі, установи/закладу. Якщо значень кілька - вони розділяються комою. Наприклад: Департамент соціальної політики",string,True
ownershipType,Форма власності,"Зазначається форма власності обʼєкта: державна, комунальна, приватна. Наприклад: державна",string,True
contactPointName,Відповідальна особа за надання відомостей про будівлю,"Прізвище, ім’я та по батькові відповідальної особи за надання відомостей про будівлю. Наприклад: Кравчук Олександр Сергійович",string,True
contactPointEmail,Адреса електронної пошти,Адреса електронної пошти контактної особи. У випадку кількох адрес значення розділити комою. Наприклад: contact@example.gov.ua. ,string,True
contactPointTelephone,Номер телефону,"Номер телефону контактної особи, включаючи код країни та міста. Номер має починатися з +380, включати код населеного пункту або оператора та телефонний номер (12 цифр, без пробілів і дужок). Наприклад: +380123456789. У електронних таблицях допускається написання коду країни 380 або використання комбінації ‘+ (апостроф та плюс). У випадку кількох номерів телефону значення розділити комою",string,True
id,Реєстраційний номер об’єкта нерухомого майна,Реєстраційний номер об’єкта нерухомого майна відповідно до відомостей про державну реєстрацію права власності та інших речових прав на будівлю або її частини (приміщення) згідно з Державним реєстром речових прав на нерухоме майно. Наприклад: 024863478956,string,True
type,Тип об’єкта нерухомого майна,"Вказується тип об’єкта нерухомого майна: будівля офісна, господарська будівля тощо. Наприклад: офісна будівля",string,True
statementNumber,Номер відомості про речове право на нерухоме майно,Вказується номер відомості про речове право на нерухоме майно. ,string,True
propertyRights,Зміст (вид) речового права та суб’єкт речового права,"Зміст (вид) речового права та суб’єкт речового права, функціональне призначення. Наприклад: право користування  ",string,True
locationType,Вид розташування,Вказується вид розташування. Наприклад: окрема будівля,string,True
isArchitectural,Інформація щодо віднесення будівлі до пам’ятки архітектури,"Інформація щодо віднесення будівлі до пам’ятки архітектури. Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
year,Рік прийняття в експлуатацію,Вказується рік прийняття в експлуатацію. Наприклад: 1995,date,True
docNumber,Номер документації на будівлю та шифр проекту,Вказується номер проєкту технічної документації на будівлю.,string,False
docDate,Дата документації на будівлю,Вказується дата затвердження документації на будівлю у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2020-12-02,date,True
isTechnicalPassport,Наявність технічного паспорта,"Відмітка про наявність технічного паспорта.  Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
wallMaterial,Матеріал стін,"Вказується матеріал стін, облицювання. Наприклад: цегла  ",string,True
ceilingThickness,Товщина стелі,"Зазначається товщина стелі у сантиметрах, без зазначення одиниці виміру. Розділювач десяткових значень — крапка. Наприклад: 10.0",decimal,True
ceilingHeight,Висота стелі,"Зазначається висота стелі (від підлоги до міжповерхового перекриття) у сантиметрах, без зазначення одиниць виміру. Розділювач десяткових значень — крапка. Наприклад: 250.0",decimal,True
modernisationalYear,Рік проведення термомодернізації,Вказується рік проведення термомодернізації (у разі проведення). У разі відсутності вказати: null Наприклад: 2022,date,False
overhaulYear,Рік проведення капітального ремонту,Рік проведення капітального ремонту (у разі проведення). У разі відсутності вказати: null Наприклад: 2022,date,False
projectNumber,Номер типового (серійного) проекту,Номер типового (серійного) проекту.,string,True
employeesNumber,"Кількість працівників, осіб","Кількість працівників, осіб, ціле число. Наприклад: 120",integer,True
citizensNumber,Відвідуваність громадянами,"Вказується відвідуваність громадянами, кількість осіб, ціле число. Наприклад: 690.",integer,True
floorsNumber,Кількість поверхів,"Вказується кількість поверхів, ціле число. Наприклад: 4",integer,True
areaTotal,Загальна площа будівлі,"Загальна площа будівлі, вказується у метрах квадратних, без значення одиниць виміру, роздільних десяткових значень — крапка. Наприклад: 3500.5",decimal,True
volumeTotal,Загальний об’єм будівлі,"Загальний об’єм будівлі вказується в метрах кубічних без зазначення одиниць виміру, роздільник десяткових значень — крапка. Наприклад: 50000.0",decimal,True
areaHeating,Опалювальна/охолоджувальна площа будівлі,"Опалювальна/охолоджувальна площа вказується у метрах квадратних, без значення одиниць виміру, роздільних десяткових значень — крапка. Наприклад: 3500.5",decimal,True
volumeHeating,Опалювальний/охолоджувальний об’єм будівлі,"Опалювальний/охолоджувальний об’єм будівлі в метрах кубічних без зазначення одиниць виміру, роздільник десяткових значень — крапка. Наприклад: 50000.0",decimal,True
workHours,Режим роботи будівлі,"Вказується режим роботи будівлі, год. на рік, роздільник десяткових значень — крапка. Наприклад: 1200.0",decimal,True
temperatureZone,Температурна зона,Температурна зона (опційно). Відповідно до ДБН 2.6-31 У разі відсутності вказати: null Наприклад: І,string,False
attendance,Відвідуваність,"Відвідуваність (середньоденна на рік), ціле число. Наприклад: 75",integer,True
