name,title,description,datatype,required
uid,Унікальний ідентифікатор полігону,Вказується унікальний довільний ідентифікатор полігону. Наприклад: 123-п,string,True
name,Назва полігону,Вказується назва полігону. Наприклад: Полігон твердих побутових відходів (ТПВ) № 5 в селі Підгірці,string,True
startYear,Рік введення полігону в експлуатацію,Вказується рік введення полігону в експлуатацію. Наприклад: 1985,date,True
balanceHolderName,Найменування балансоутримувача,Повна назва юридичної особи балансоутримувача полігону Наприклад: КП «Полігон»,string,True
balanceHolderId,Код ЄДРПОУ балансоутримувача,Код ЄДРПОУ юридичної особи балансоутримувача полігону. Наприклад: 01411082,string,True
workingHours,Режим роботи полігона,"Дні тижня позначаються комбінаціями літер (Пн, Вт, Ср, Чт, Пт, Сб, Нд), години — цифрами у 24-годинному форматі (ГГ:ХХ). Для графіка з понеділка до п’ятниці, з 9:00 до 17:00 запис в таблиці матиме вигляд — Пн-Пт 09:00-17:00. Коли потрібно позначити інтервал днів (з понеділка до п’ятниці), використовується дефіс, коли окремі дні (понеділок та п’ятниця) — кома. Наприклад: графік роботи в понеділок і п’ятницю з 09:00-17:00 матиме такий вигляд: Пн,Пт 09:00-17:00. Якщо графік змінюється протягом тижня, різні режими роботи необхідно записати через кому. Наприклад: Пн-Чт 08:00-17:20, Пт 08:00-16:00",string,True
wasteType,"Види відходів, що приймаються на полігон","Вказуються типи відходів, які приймаються. Наприклад: тверді побутові відходи, будівельні відходи, харчові відходи, відходи тваринництва тощо",string,True
tariffs,Тарифи на надання послуг із захоронення побутових відходів,Вказується вартість в гривнях за захоронення одного кубічного метра відходів. Роздільник десяткових значень крапка. Наприклад: 100.0,decimal,True
currencyCode,Валюта,"Літерний код валюти, в якій вказана вартість відповідно до ДСТУ ISO 4217:2010. Наприклад: UAH",string,True
protectionName,"Найменування структури, що забезпечує охорону полігона побутових відходів","Повна назва юридичної особи або прізвище, ім’я та по батькові фізичної особи - підприємця (далі – ФОП), що забезпечує охорону полігона побутових відходів. Наприклад: ТОВ «Охорона»",string,True
protectionId,"Код ЄДРПОУ структури, що забезпечує охорону полігона побутових відходів",Код ЄДРПОУ юридичної особи що забезпечує охорону полігона побутових відходів. Наприклад: 01411082. Дані реєстраційного номера облікової картки платника податків (далі – РНОКПП) ФОП знеособлюються,string,True
landfillArea,Площа полігону,Вказується площа полігону у квадратних метрах. В якості десяткового розділювача використовується крапка. Наприклад: 10000.00,decimal,True
usedArea,Використана площа полігону,Вказується використана площа полігону у квадратних метрах. В якості десяткового розділювача використовується крапка. Наприклад: 5000.00,decimal,True
prohibitedWaste,Перелік відходів заборонених для захоронення на полігоні,"Перелік промислових відходів і речовин, заборонених для захоронення на полігоні. Вказується перелік речовин, які заборонені для захоронення на полігоні, кілька значень розділяються комою. Наприклад: радіоактивні відходи, хімічні відходи",string,True
contractsEnterprisesName,"Назви підприємств, із якими оформлені договори на захоронення відходів","Перелік підприємств, з якими оформлені договори на надання послуг із захоронення побутових відходів. Якщо підприємств кілька, їхні назви вказуються через кому",string,True
contractsEnterprisesId,"Коди ЄДРПОУ підприємств, із якими оформлені договори на захоронення відходів","Перелік кодів ЄДРПОУ підприємств, з якими оформлені договори на надання послуг із захоронення побутових відходів. Якщо підприємств кілька, їхні назви вказуються через кому",string,True
vehicleCapacity,"Інформація про транспортні засоби, які перевозять відходи","Інформація про місткість кузовів та коефіцієнт ущільнення  транспортних засобів, в яких підприємства перевозять побутові відходи",string,True
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці. Наприклад: UA32140050010021659,string,True
addressPostCode,Поштовий індекс,Поштовий індекс адреси об’єкта благоустрою. Наприклад: 01234.,string,True
addressAdminUnitL1,Країна,Назва країни. У колонці має бути зазначено Україна,string,True
addressAdminUnitL2,Регіон,"Назва регіону, де розміщений полігон твердих побутових відходів. Наприклад: Полтавська область",string,True
addressAdminUnitL3,Район,"Назва району, де розміщений полігон твердих побутових відходів. Наприклад: Броварський район. У разі відсутності вказати: null",string,False
addressAdminUnitL4,Територіальна громада,"Назва територіальної громади, де розміщений полігон твердих побутових відходів. Наприклад: Згурівська. У разі відсутності вказати: null",string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради, де розміщений полігон твердих побутових відходів. У колонці потрібно зазначати лише назву (без слова “місто”, “селищна рада” та їхніх скорочень “м.” та “с. р.”). Наприклад: Балта",string,True
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо, де розміщений полігон твердих побутових відходів. Наприклад: вул. Харківська",string,True
addressLocatorDesignator,Номер будівлі,"Номер будівлі (об’єкта), де розміщений полігон твердих побутових відходів, може включати числа та букви. Наприклад: 15-А",string,True
addressLocatorBuilding,Номер корпусу,"Номер корпусу, де розміщений полігон твердих побутових відходів, зазначається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності, вказати: null",string,False
addressDescription,Опис розміщення,"Опис вказується за потреби, щоб чіткіше визначити розміщення. Наприклад: 47 кілометр траси Київ-Обухів",string,False
lat,Географічна широта,Географічна широта місця розміщення полігону. Розділювач десяткових значень – крапка. Наприклад: 50.457718. У разі відсутності вказати: null,decimal,True
lon,Географічна довгота,Географічна довгота місця розміщення полігону. Розділювач десяткових значень — крапка. Наприклад: 30.487021. У разі відсутності вказати: null,decimal,True
