name,title,description,datatype,required
uid,Ідентифікатор,Інвентарний номер або будь-який інший унікальний ідентифікатор вбиральні. Наприклад: 10000123,string,True
organizationName,Назва утримувача,"Найменування (організаційно-правова форма та назва) юридичної особи або прізвище, ім’я, по батькові фізичної особи – підприємця (далі – ФОП), що відповідає за утримання вбиральні. Наприклад: КП «Благоустрій»",string,True
organizationId,Ідентифікатор утримувача,"Код ЄДРПОУ юридичної особи, що відповідає за утримання вбиральні. Наприклад: 01411082. Дані реєстраційного номера облікової картки платника податків ФОП знеособлюються",string,True
description,Опис вбиральні,"Опис вбиральні включає важливі подробиці, що не визначені в решті колонок таблиці. Наприклад: Наявна аптечка",string,False
type,Спеціалізація вбиральні,"Спеціалізація вбиральні може мати одне або кілька значень, що розділені комами: Жіноча та чоловіча, Унісекс, Жіноча, Чоловіча, Чоловічої лише з пісуарами, Дитяча. Наприклад: Жіноча та чоловіча",string,True
additinalFacilities,Додаткові зручності,"Перелік додаткових зручностей: Кімната для сповивання дитини, Душ або назва будь-яких інших сервісів, які надає утримувач у довільній формі. Наприклад: Кімната для сповивання дитини. У випадку кількох зручностей, розділити значення комами",string,False
availabilityType,Доступність для людей з інвалідністю,"Перелік категорій осіб, для доступу яких наявні спеціальні засоби: Маломобільні групи населення, Люди з порушеннями зору, Люди з порушеннями слуху. Наприклад: Маломобільні групи населення. У випадку кількох категорій, розділити значення комами",string,False
price,Вартість послуг,"Вартість послуг у гривнях. Число вказується без зазначення валюти («грн», «UAH»). Наприклад: 10.0 Десяткові значення відділяються крапкою. Якщо послуги безкоштовні, вказати: 0",decimal,True
currencyCode,Валюта,"Літерний код валюти, в якій вказана вартість відповідно до ДСТУ ISO 4217:2010. Наприклад: UAH",string,True
paymentType,Тип оплати,"Тип оплати може мати одне зі трьох значень: Готівковий, Безготівковий, Готівковий та безготівковий. Наприклад: Готівковий",string,True
openingHours,Графік роботи,"Дні тижня позначаються комбінаціями літер (Пн, Вт, Ср, Чт, Пт, Сб, Нд), години — цифрами у 24-годинному форматі (ГГ:ХХ). Для графіка з понеділка до п’ятниці, з 9:00 до 17:00 запис в таблиці матиме вигляд — Пн-Пт 09:00-17:00. Коли потрібно позначити інтервал днів (з понеділка до п’ятниці), використовується дефіс, коли окремі дні (понеділок та п’ятниця) — кома. Наприклад: графік роботи в понеділок і п’ятницю з 09:00-17:00 матиме такий вигляд: Пн,Пт 09:00-17:00. Якщо графік змінюється протягом тижня, різні режими роботи необхідно записати через кому. Наприклад: Пн-Чт 08:00-17:20, Пт 08:00-16:00",string,True
availabilityRestriction,Обмеження в роботі,"Уточнення в довільній формі щодо перерв, днів, коли графік діє та ін. Наприклад: Під час масових заходів графік роботи подовжений до 00:00",string,False
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці. Наприклад: UA32140050010021659,string,True
addressPostCode,Поштовий індекс,Поштовий індекс адреси розміщення вбиральні. Наприклад: 71890,string,True
addressAdminUnitL1,Країна,Назва країни. У колонці має бути зазначено: Україна,string,True
addressAdminUnitL2,Регіон,Назва регіону. Наприклад: Полтавська область,string,True
addressAdminUnitL3,Район,Назва району. Наприклад: Броварський район. У разі відсутності вказати: null,string,False
addressAdminUnitL4,Територіальна громада,Назва територіальної громади. Наприклад: Згурівська. У разі відсутності вказати: null,string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради. У колонці потрібно зазначати лише назву (без слова “місто”, “селищна рада” та їх скорочень “м.” та “с. р. ”). Наприклад: Балта",string,True
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо. Наприклад: вул. Харківська",string,True
addressLocatorDesignator,Номер будівлі,Номер будівлі (об’єкта) може включати числа та букви. Наприклад: 15-А,string,True
addressLocatorBuilding,Номер корпусу,"Номер корпусу зазнається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності, вказати: null",string,False
addressDescription,Опис розміщення,"Опис вказується за потреби, щоб чіткіше визначити розміщення. Наприклад: Поблизу входу до парку з боку вулиці Льва Толстого",string,False
lat,Географічна широта,Географічна широта місця розміщення вбиральні. Розділювач десяткових значень — крапка. Наприклад: 50.457718. ,decimal,True
lon,Географічна довгота,Географічна довгота місця розміщення вбиральні. Розділювач десяткових значень — крапка. Наприклад: 30.487021. ,decimal,True
