name,title,description,datatype,required
Id,Ідентифікатор,"Код ЄДРПОУ в Єдиному державному реєстрі юридичних осіб, фізичних осіб-підприємців та громадських формувань (ЄДР). Наприклад: 01234567",string,True
name,Найменування (організаційно-правова форма та назва) юридичної особи ,Найменування відповідно до ЄДР або установчих документів. Наприклад: Управління освіти Бориспільської міської ради.,string,True
description,Опис,"Короткий опис у довільній формі (декілька речень або до 300 символів). Опис має включати коротку інформацію про мету, функції, діяльність організації. Рекомендовано, щоб опис не дублював дані в інших колонках таблиці",string,True
constituentDocUrl,Установчий документ,"Посилання на оприлюднений в мережі Інтернет установчий або інший офіційний документ, що визначає мету діяльності, повноваження, функції (наприклад, статут, положення). Посилання має починатися з http:// або https://. Наприклад: https://www.example.gov.ua/statut/. Якщо документ не оприлюднений вказати: null",anyURL,False
homepage,Офіційний веб-сайт,Посилання на офіційний веб-сайт в мережі Інтернет (URL). Посилання має починатися з http:// або https://. Наприклад: https://www.example.gov.ua/,anyURL,True
socialAccount,Посилання на сторінки в соціальних медіа,"Посилання (URL) на сторінки соціальних медіа (Facebook, Twitter, Instagram, YouTube та ін.). Посилання мають бути відділені комами й починатися з http:// або https://. Наприклад: https://www.example-1.com/, https://www.example-2.com/",anyURL,False
logo,Логотип,"Посилання на зображення логотипа оприлюднене в мережі Інтернет. Посилання має починатися з http:// або https://. Наприклад: https://www.example.gov.ua/logo.png. Якщо логотип відсутній, вказати: null.",anyURL,False
headName,Ім’я керівника,"Повне прізвище, ім’я, по батькові керівника. Наприклад: Коваль Олена Вікторівна",string,True
headPost,Посада керівника,Повна назва посади керівника. Наприклад: Директор,string,True
subOrgOfId,Належність до сфери управління (ідентифікатор юридичної особи),"Код ЄДРПОУ юридичної особи, до сфери управління якої належить підприємство, установа та організація. Наприклад: 01234567",string,False
subOrgOf Name,Належність до сфери управління  (найменування юридичної особи),"Найменування (організаційно-правова форма та назва) юридичної особи, до сфери управління якої належить підприємство, установа та організація  Наприклад: Міністерство економіки України",string,False
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці адреси. Наприклад: «UA32140050010021659»,string,True
addressAdminUnitL1,Країна,Назва країни. У колонці має бути зазначено: Україна,string,True
addressAdminUnitL2,Регіон,"Назва області або Автономна Республіка Крим, місто Київ, місто Сімферополь. Наприклад: Полтавська область",string,True
addressAdminUnitL3,Район,"Назва адміністративного району. Наприклад: Бориспільський район. Якщо районний поділ відсутній, вказати: null",string,False
addressAdminUnitL4,Територіальна громада,Назва територіальної громади. Наприклад: Згурівська. У разі відсутності вказати: null,string,False
addressPostName,Населений пункт,"Назва населеного пункту без слів “місто”, “село” та їх скорочень – “м.”, “с.”. Наприклад: Дрогобич",string,True
addressThoroughfare,Вулиця,"Тип та назва вулиці або іншого топоніму, на якому знаходиться адреса: проспект, бульвар, набережна, майдан. Наприклад: вул. Харківська",string,True
addressLocatorDesignator,Номер будівлі,Номер будівлі. Номер може включати числа та букви. Наприклад: 15-А,string,True
addressLocatorName,Назва будівлі або її частини,"Назва або опис, що дозволяє чіткіше визначити розміщення. Зокрема, назва житлового комплексу, школи, лікарні, офісного або торгового центру; частина будівлі, наприклад, корпус, крило; приміщення в будівлі, наприклад, квартира, кабінет, офіс, зала; інший варіант написання номера адреси; довільний текстовий опис, що дозволяє визначити розміщення; інший ідентифікатор. Якщо назва будівлі або її частини відсутня, вказати: null",string,False
addressPostCode,Поштовий індекс,П’ятизначний поштовий індекс адреси. Наприклад: 71890,string,True
contactPoint Name,Контактна особа/підрозділ,"Прізвище, ім’я, по батькові посадової особи або назва підрозділу, чиї контактні дані вказуються. Наприклад: Приймальня",string,True
contactPoint Email,Адреса електронної пошти,"Адреса електронної пошти контактної особи, підрозділу або приймальні. Наприклад: contact@example.gov.ua. У випадку кількох адрес значення розділити комою",string,True
contactPoint Telephone,Номер телефону,"Номер телефону контактної особи, підрозділу або приймальні, включаючи код країни та міста. Номер має починатися з +380, включати код населеного пункту або оператора та телефонний номер (12 цифр, без пробілів і дужок). Наприклад: +380123456789. У електронних таблицях допускається написання коду країни 380 або використання комбінації ‘+ (апостроф та плюс). У випадку кількох номерів телефону значення розділити комою",string,True
openingHours,Дні та години прийому,"Дні та години прийому контактної особи, підрозділу або приймальні. Дні тижня позначаються комбінаціями літер (Пн, Вт, Ср, Чт, Пт, Сб, Нд), години — цифрами у 24-годинному форматі (ГГ:ХХ). Для графіка з понеділка до п’ятниці, з 9:00 до 17:00 запис у таблиці матиме вигляд — Пн-Пт 09:00-17:00. Коли потрібно позначити інтервал днів (з понеділка по п’ятницю) використовується дефіс, коли окремі дні (понеділок та п’ятниця) — кома. Наприклад, графік прийому в понеділок і п’ятницю з 09:00-17:00 матиме такий вигляд: Пн,Пт 09:00-17:00. Якщо графік змінюється протягом тижня, різні режими прийому необхідно записати через кому. Наприклад: Пн-Чт 08:00-17:20, Пт 08:00-16:00",string,False
availabilityRestriction,Обмеження прийому,"Уточнення в довільній формі щодо обідньої перерви, днів, коли графік діє та ін. Наприклад: Перерва на обід: 12:00-13:00; Прийом відбувається лише кожного першого понеділка місяця",string,False
