name,title,description,datatype,required
identifier,Ідентифікатор,"Номер або інший унікальний ідентифікатор графічного матеріалу. Наприклад, z-2018-01",string,True
title,Назва,Повна назва документу. Наприклад: Схема господарського розвитку (промисловість),string,True
creationDate,Дата створення,Дата створення графічного матеріалу у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2011-12-01,date,True
customerName,Назва замовника,Найменування (організаційно-правова форма та назва) юридичної особи замовника схеми. Наприклад: Броварська районна державна адміністрація,string,True
customerCode,Код ЄДРПОУ замовника,Код ЄДРПОУ юридичної особи замовника схеми. Наприклад: 01411082,string,True
executantName,Назва розробника,Найменування (організаційно-правова форма та назва) юридичної особи розробника схеми. Наприклад: Товариство з обмеженою відповідальністю «Містпроект»,string,True
executantId,Код ЄДРПОУ розробника,Код ЄДРПОУ юридичної особи розробника схеми. Наприклад: 01411082,string,True
contractNumber,Номер договору,Вказується номер договору між замовником та розробником схеми,string,True
url,Посилання,"Посилання на копію документу, оприлюднену в мережі Інтернет (URL). Посилання має починатися з http:// або https://. Наприклад: https://www.example.gov.ua/example/",anyURL,True
fileName,Назва файлу,"Назва файлу із текстовими матеріалами, який завантажений в архів. ",string,False
decisionStatus,Статус,"Статус рішення. Вказується статус того чи прийнятий цей документ, або він знаходиться на стадії проекту, або громадського обговорення. Якщо документ знаходиться на стадії проекту, наступні поля заповнюються значенням: null. Наприклад: Затверджено",string,True
decisionName,Назва рішення,"Назва рішення або іншого нормативно - правового акту, яким було затверджено документ",string,False
decisionNumber,Номер рішення,"Номер рішення або іншого нормативно - правового акту, яким було затверджено документ",string,False
decisionDate,Дата рішення,"Дата рішення або іншого нормативно - правового акту, яким було затверджено документ",date,False
authorityName,"Назва органу, що прийняв рішення","Назва органу, який прийняв рішення щодо затвердження документу.",string,False
authorityId,"Код ЄДРПОУ органу, що прийняв рішення","Код ЄДРПОУ органу, який прийняв рішення щодо затвердження документу.",string,False
