name,title,description,datatype,required
uid,Ідентифікатор,"Унікальний ідентифікатор зупинки (станції) громадського транспорту. Унікальним ідентифікатором може бути будь-яка комбінація літер та чисел, інвентарний номер зупинки тощо. Наприклад: z-001",string,True
code,Код,"Якщо у схемах та графіках руху громадського транспорту використовується кодування зупинок, вказати код зупинки (станції). Наприклад: 001. Якщо кодування станцій відсутнє, залишити колонку вільною",string,False
label,Назва,"Назва зупинки (станції), яка використовується у схемах та графіках руху громадського транспорту. Наприклад: Дніпровська набережна",string,True
description,Опис,"Кількісна та якісна інформація, що описує характеристики зупинки. Наприклад: Зупинка приймає транспорт на автобусних та тролейбусних маршрутах. До складу павільйону входить кіоск із продажу продовольчих товарів (балансоутримувач — Управління орендних відносин Одеської міської ради). Загальна площа 30 кв. м",string,False
lat,Географічна широта,Географічна широта зупинки (станції). Розділювачем десяткових значень є крапка. Наприклад: 50.123456,decimal,True
lon,Географічна довгота,Географічна довгота зупинки (станції). Розділювачем десяткових значень є крапка. Наприклад: 30.123456,decimal,True
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці. Наприклад: UA32140050010021659,string,True
addressPostCode,Поштовий індекс,"Якщо географічні координати зупинки відсутні, у цій та наступних колонках зазначається адреса, за якою розміщена зупинка. Поштовий індекс адреси. Наприклад: 01234",string,True
addressAdminUnitL1,Країна,Назва держави. У колонці має бути зазначено: Україна,string,True
addressAdminUnitL2,Регіон,Назва регіону. Наприклад: Полтавська область,string,True
addressAdminUnitL3,Район,Назва району. Наприклад: Броварський район. У разі відсутності вказати: null,string,False
addressAdminUnitL4,Територіальна громада,Назва територіальної громади. Наприклад: Згурівська. У разі відсутності вказати: null,string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради. У колонці потрібно зазначати лише назву (без слова «місто», «селищна рада» та їх скорочень «м.» та «с. р.»). Наприклад: Балта",string,True
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо. Наприклад: вул. Харківська",string,True
addressLocatorDesignator,Номер об’єкта,Номер може включати числа та букви. Наприклад: 15-А.,string,True
addressDescription,Опис розміщення,"Опис вказується за потреби, щоб чіткіше визначити розміщення. Наприклад: кільце для розвороту транспорту",string,False
zoneId,Тарифна зона,"Якщо у місті наявні тарифні зони, необхідно вказати назву тарифної зони. Якщо тарифні зони відсутні, вказати 0. Наприклад: 0",string,True
url,Веб-сторінка,Посилання на веб-сторінку з інформацією про зупинку. Посилання має починатися з http:// або https://. Наприклад: http://example.com/stop/,anyURL,False
type,Тип зупинки,"Тип зупинки кодується однією з цифр: 0 — зупинка; 1 — станція; 2 — вхід чи вихід на станції (за умови, якщо використовується колонка parentStation). Наприклад: 0",integer,True
parentStation,Приналежність до станції,"Якщо зупинка (вхід чи вихід) розміщені на станції, необхідно вказати ідентифікатор станції з колонки stopId. У такому випадку в таблиці окремо вказуються станція та зупинка на станції. В іншому разі необхідно залишити колонку порожньою. Наприклад: z-021",string,False
timezone,Часовий пояс,"Часовий пояс, в якому розміщена зупинка. У колонці необхідно зазначити: Europe/Kyiv",string,False
wheelchairBoarding,Доступність,Обладнання зупинки для маломобільних груп населення кодується цифрами: 0 — невідомо; 1 — хоча б один транспортний засіб обладнаний спеціальними засобами; 2 — інфраструктура відсутня. Для станцій використовуються таке кодування: 0 — умови зупинки відповідають умовам станції; 1 — інфраструктура наявна; 2 — інфраструктура відсутня. Наприклад: 1,integer,False
