name,title,description,datatype,required
uid,Ідентифікатор,Унікальний довільний ідентифікатор контейнерного майданчика. Наприклад: 123-к,string,True
type,Типи контейнерів,"Вказується опис контейнерів, облаштованих на майданчику. Наприклад: пластиковий на коліщатках. Якщо типів кілька, вони вказуються через кому",string,True
wasteType,"Тип відходів, які приймаються","Вказуються типи відходів, які приймаються. Наприклад: тверді побутові відходи (не сортовані), скло, папір",string,True
cansCount,"Кількість сміттєвих контейнерів, розміщених на майданчику","Вказується кількість контейнерів, встановлених на майданчику. Наприклад: 4",integer,True
cansVolume,"Об’єм сміттєвих контейнерів, розміщених на майданчику","Вказується об’єм кожного контейнера, розміщеного на майданчику в літрах. Роздільних десяткових значень крапка. Значення розділяються комою. Наприклад: 400.0, 400.0, 600.0, 800.0",decimal,True
isRecycling,Чи передбачений роздільний збір вторинних відходів для вторинної переробки,"Вказується, чи передбачений для контейнерного майданчику роздільний збір вторинної сировини. Якщо так, вказується True, якщо ні – False. Наприклад: True",boolean,True
balanceHolderName,Назва балансоутримувача,Повна назва юридичної особи балансоутримувача контейнерного майданчика. Наприклад: КП «Благоустрій»,string,True
balanceHolderId,Код ЄДРПОУ балансоутримувача,Код ЄДРПОУ юридичної особи балансоутримувача контейнерного майданчика. Наприклад: 01411082,string,True
organizationName,Назва обслуговуючої компанії,"Повна назва юридичної особи або прізвище, ім’я та по батькові фізичної особи - підприємця (далі – ФОП), що обслуговує контейнерний майданчик. Наприклад: КП «Благоустрій»",string,True
organizationId,Код ЄДРПОУ обслуговуючої компанії,"Код ЄДРПОУ юридичної особи, що обслуговує контейнерний майданчик. Наприклад: 01411082 Дані реєстраційного номера облікової картки платника податків (далі – РНОКПП) ФОП знеособлюються",string,True
serviceHours,Графік очищення контейнерних майданчиків,"Дні тижня позначаються комбінаціями літер (Пн, Вт, Ср, Чт, Пт, Сб, Нд), години — цифрами у 24-годинному форматі (ГГ:ХХ). Для графіка з понеділка до п’ятниці, з 9:00 до 17:00 запис в таблиці матиме вигляд — Пн-Пт 09:00-17:00. Коли потрібно позначити інтервал днів (з понеділка до п’ятниці), використовується дефіс, коли окремі дні (понеділок та п’ятниця) — кома. Наприклад: графік роботи в понеділок і п’ятницю з 09:00-17:00 матиме такий вигляд: Пн,Пт 09:00-17:00. Якщо графік змінюється протягом тижня, різні режими роботи необхідно записати через кому. Наприклад: Пн-Чт 08:00-17:20, Пт 08:00-16:00",string,True
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці. Наприклад: UA32140050010021659,string,True
addressPostCode,Поштовий індекс,Поштовий індекс адреси контейнерного майданчика. Наприклад: 01234,string,True
addressAdminUnitL1,Країна,Назва країни. У колонці має бути зазначено: Україна,string,True
addressAdminUnitL2,Регіон,"Назва регіону, де розміщений контейнерний майданчик. Наприклад: Київська область",string,True
addressAdminUnitL3,Район,"Назва району, де розміщений контейнерний майданчик. Наприклад: Броварський район. У разі відсутності вказати: null",string,False
addressAdminUnitL4,Територіальна громада,"Назва територіальної громади, де розміщений контейнерний майданчик. Наприклад: Згурівська. У разі відсутності вказати: null",string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради, де розміщене насадження. У колонці потрібно зазначати лише назву (без слова «місто», «селищна рада» та їх скорочень «м.» та «с. р.»). Наприклад: Балта Наприклад: Згурівка",string,True
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо, де розміщений контейнерний майданчик. Наприклад: вул. Харківська",string,True
addressLocatorDesignator,Номер будівлі,"Номер будівлі (об’єкта), де розміщений контейнерний майданчик, може включати числа та букви. Наприклад: 15-А",string,True
addressLocatorBuilding,Номер корпусу,"Номер корпусу, де розміщений контейнерний майданчик, зазначається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності, вказати: null",string,False
addressDescription,Опис розміщення,"Опис вказується за потреби, щоб чіткіше визначити розміщення. Наприклад: Центральна алея",string,False
lat,Географічна широта,Географічна широта місця розміщення контейнерного майданчика. Розділювач десяткових значень — крапка. Наприклад: 50.457718. У разі відсутності вказати: null,decimal,False
lon,Географічна довгота,Географічна довгота місця розміщення контейнерного майданчика. Розділювач десяткових значень — крапка. Наприклад: 30.487021. У разі відсутності вказати: null,decimal,False
