name,title,description,datatype,required
number,Номер,Номер загального порядку в списку на одержання жилих приміщень (ціле число). Наприклад: 19,integer,True
familyName,Прізвище,Вказується прізвище заявника. Наприклад: Ковальчук,string,True
name,Імʼя,Вказується імʼя заявника. Наприклад: Віктор,string,True
additionalName,По батькові ,Вказується по батькові заявника. Наприклад: Зосимович,string,True
outOfLineDecisionDate,Дата рішення про включення до списку,Дата рішення про включення до списку у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,False
outOfLineDecisionNumber,Номер рішення про включення до списку,Номер рішення про включення до списку (без знака “№”). Наприклад: 123-р,string,False
allocationDecisionDate,Дата рішення про надання жилого приміщення,Дата рішення про надання жилого приміщення у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,False
allocationDecisionNumber,Номер рішення про надання жилого приміщення,Номер рішення про надання жилого приміщення (без знака “№”). Наприклад: 123-р,string,False
exclusionDecisionDate,Дата рішення про зняття з обліку,Дата рішення про зняття з обліку у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30,date,False
exclusionDecisionNumber,Номер рішення про зняття з обліку,Номер рішення про зняття з обліку (без знака “№”). Наприклад: 123-р,string,False
