name,title,description,datatype,required
cadastralID,Ідентифікатор,"Кадастровий номер земельної ділянки. Наприклад: 1234567890:98:123:9876. Якщо кадастровий номер відсутній, вказати номер документа, що засвідчує право власності на земельну ділянку",string,True
ownerName,Назва власника,"Повна назва юридичної особи, яка є власником об’єкта. Наприклад: Олександрійська міська рада",string,True
ownerId,Ідентифікатор власника,"Код ЄДРПОУ юридичної особи, яка є власником об’єкта. Наприклад: 01411082",string,True
balanceHolderName,Назва балансоутримувача,"Повна назва юридичної особи, яка є балансоутримувачем об’єкта. Наприклад: Міська лікарня № 4 Житомирської міської ради. Якщо балансоутримувач відсутній, зазначити: null",string,False
balanceHolderId,Ідентифікатор балансоутримувача,"Код ЄДРПОУ юридичної особи, яка є балансоутримувачем об’єкта. Наприклад: 01411082. Якщо балансоутримувач відсутній, зазначається: null",string,False
userName,Назва користувача,"Повна назва юридичної особи або прізвище, по батькові (далі — ПІБ) фізичної особи-підприємця (далі — ФОП), яка є користувачем об’єкта комунальної власності. Наприклад: Приватне підприємство «Аптека №3». Якщо користувач збігається з балансоутримувачем, вказати дані останнього. Якщо користувач відсутній, зазначити: null",string,False
userId,Ідентифікатор користувача,"Код ЄДРПОУ юридичної особи, яка є користувачем об'єкта. Наприклад: 01411082. Якщо користувач збігається з балансоутримувачем, вказати дані останнього. Якщо користувач відсутній, зазначити: null",string,False
kvtspzClassId,Код класу КВЦПЗ,"Код класу, цільового призначення земельної ділянки (наказ Державного комітету України із земельних ресурсів від 23 липня 2010 року № 548 “Про затвердження Класифікації видів цільового призначення земель”, зареєстрованим в Міністерстві юстиції України 01 листопада 2010 року за № 1011/18306). Наприклад: 03.07",string,True
kvtspzClassDescription,Назва класу КВЦПЗ,"Назва класу, цільового призначення земельної ділянки (Наказ Державного комітету України із земельних ресурсів від 23 липня 2010 року № 548 “Про затвердження Класифікації видів цільового призначення земель”, зареєстрованим в Міністерстві юстиції України 01 листопада 2010 року за № 1011/18306). Наприклад: Для будівництва та обслуговування будівель торгівлі",string,True
area,Площа,Площа земельної ділянки у га без зазначення одиниць виміру («га»). Десяткові значення відділяються крапкою. Наприклад: 0.0012. ,decimal,True
normativeValueAmount,Нормативна грошова оцінка,"Вартість земельної ділянки у гривнях відповідно до нормативної грошової оцінки земель. Число вказується без зазначення валюти («грн», «UAH»). Наприклад: 98765.40. Десяткові значення відділяються крапкою.",decimal,True
normativeDate,Дата оцінки,Дата оцінки ділянки у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2018-06-01,date,True
utilitiesAvailable,Підведення комунальних комунікацій,"Підведення комунальних комунікацій до об'єктів комунальної власності. Необхідно вказати перелік, що може містити одне або декілька значень, що розділені комою «,»: постачання електроенергії, постачання природного газу, централізоване водопостачання, централізоване водовідведення, теплопостачання, постачання гарячої води. Наприклад: постачання електроенергії, централізоване водопостачання. Якщо інформація невідома, зазначити: Невідомо. Якщо комунікації відсутні, зазначити: null",string,False
