name,title,description,datatype,required
uid,Ідентифікатор,"Ідентифікаційний номер набору даних. Наприклад: amk-dovidnyk. Якщо розпорядник не присвоїв ідентифікаторів перед завантаженням, їх можна скопіювати з паспортів наборів на Єдиному державному веб-порталі відкритих даних",string,True
title,Назва,Назва набору даних. Наприклад: Інформація про організаційну структуру Антимонопольного комітету України,string,True
description,Опис,Опис набору даних. Наприклад: Набір містить інформацію про організаційну структуру розпорядника відповідно до організаційно-розпорядчого документа “ Інформація про структуру (організаційну структуру) розпорядника інформації ”,string,True
accrualPeriodicity,Частота оновлення,"Частота оновлення може мати одне зі значень: Більш як один раз на день, Щодня, Щотижня, Щомісяця, Щокварталу, Кожного півріччя, Щороку. Наприклад: Щотижня",string,True
keywords,Ключові слова,"Ключові слова, що описують зміст даних в наборі. Слова необхідно відділити знаком кома. Наприклад: структура, посади, підрозділи, штат, підрозділ, організаційна структура",string,True
purpose,Підстава та призначення збору інформації,"Перелік нормативно-правових актів, що визначають підставу та призначення збору інформації. Назви мають включати основні реквізити, що необхідні для пошуку документів",string,True
url,Посилання на сторінку набору даних,Посилання на сторінку набору на Єдиному державному веб-порталі відкритих даних. Посилання має починатися з https://. Наприклад: https://data.gov.ua/dataset/amk-zvity,anyURL,True
distributionFormat,Формати ресурсів,"Перелік форматів, у яких доступні ресурси набору. Назви форматів записуються великими латинськими літерами. У випадку кількох форматів відділити значення комами",string,True
publisherName,Назва розпорядника,Повна назва розпорядника набору даних. Наприклад: Міністерство охорони здоров’я України,string,True
publisherId,Ідентифікатор розпорядника,"Якщо розпорядник є юридичною особою, вказати його код ЄДРПОУ. Наприклад: 01234567. У іншому випадку зазначити: null",string,False
contactPointName,Відповідальна особа,"Прізвище, ім’я, по батькові відповідальної особи. Наприклад: Симоненко Олена Петрівна",string,True
contactPointEmail,Email відповідальної особи,Адреса електронної пошти відповідальної особи. Наприклад: contact@example.gov.ua,string,True
