name,title,description,datatype,required
uid,Обліковий номер споруди,"Вказується обліковий номер споруди відповідно до “Вимог щодо забезпечення нумерації та здійснення обліку фонду захисних споруд цивільного захисту”, затверджених   наказом Міністерства внутрішніх справ України  09 липня 2018 року № 579 “Про затвердження вимог з питань використання та обліку фонду захисних споруд цивільного захисту”, зареєстрованим в Міністерстві юстиції України 30 липня 2018 року за № 879/32331. У разі відсутності вказати: null.",string,False
type,Тип споруди,"Вказується один з типів споруди, визначених частинами першою та другою статті 32 Кодексу цивільного захисту України: сховище, найпростіше укриття, споруди подвійного призначення, швидкоспоруджувана захисна споруда, протирадіаційне укриття. Наприклад: сховище",string,True
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці. Наприклад: UA32140050010021659,string,True
addressPostCode,Поштовий індекс,Поштовий індекс адреси об'єкта споруди. Наприклад: 01234,string,True
addressAdminUnitL1,Країна,Назва країни. У колонці має бути зазначено: Україна,string,True
addressAdminUnitL2,Регіон,"Назва регіону, де розміщений споруда. Наприклад: Київська область",string,True
addressAdminUnitL3,Район,"Назва району області, де розміщена споруда. Наприклад: Броварський район. У разі відсутності вказати: null",string,False
addressAdminUnitL4,Територіальна громада,"Назва територіальної громади, де розміщена споруда. Наприклад: Згурівська. У разі відсутності вказати: null",string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради, де розміщена споруда. У колонці потрібно зазначати лише назву (без слова «місто», «селищна рада» та їх скорочень «м.» та «с. р.»). Наприклад: Згурівка",string,True
addressThoroughfare,Тип вулиці та її назва,"Тип вулиці (вулиця, площа, майдан, провулок, проспект, бульвар, алея, узвіз тощо) та її назва), де розміщена споруда. Наприклад: вул. Київська",string,True
addressLocatorDesignator,Номер будівлі,"Номер будівлі (об’єкта), де розміщена споруда, може включати числа та букви. Наприклад: 15-А",string,True
addressLocatorBuilding,Номер корпусу,"Для об’єктів, які складаються з декількох корпусів – номер корпусу, де розміщена споруда, зазначається числом. Наприклад: 3. У разі відсутності, вказати: null",string,False
addressDescription,Опис розміщення,"Опис вказується за потреби, щоб чіткіше визначити розміщення. Наприклад: 101 кілометр траси Київ-Суми",string,False
lat,Географічна широта,Географічна широта місця розміщення споруди. Розділювач десяткових значень – крапка. Щонайменше 4 символи після крапки. Наприклад: 50.457718. У разі відсутності вказати: null,decimal,True
lon,Географічна довгота,Географічна довгота місця розміщення споруди. Розділювач десяткових значень – крапка. Щонайменше 4 цифри після крапки. Наприклад: 30.487021. У разі відсутності вказати: null,decimal,True
ownershipForm,Форма власності,"Вказується форма власності споруди: приватна, комунальна, державна. Наприклад: комунальна",string,True
balanceHolderName,Найменування балансоутримувача (власника),Вказується назва балансоутримувача (власника) споруди цивільного захисту. Наприклад: КП «Укриття»,string,True
balanceHolderId,Код ЄДРПОУ балансоутримувача (власника),Вказується код ЄДРПОУ балансоутримувача (власника) споруди цивільного захисту. Ведучий 0 (нуль) має зберігатися. Наприклад: 01234567,string,True
renterName,Найменування орендаря споруди,"Якщо споруда цивільного захисту орендована, вказується назва  орендаря споруди цивільного захисту (за наявності). Наприклад: ТОВ «Споживспілка». У разі відсутності, вказати: null",string,False
renterId,Код ЄДРПОУ орендаря споруди ,"Якщо споруда цивільного захисту орендована, вказується код ЄДРПОУ орендаря споруди цивільного захисту (за наявності). Наприклад: 01234567. У разі відсутності, вказати: null",string,False
purpose,Використання споруди в мирний час,"Вказується мета, з якою споруда використовується в мирний час. Наприклад: Склад побутових товарів",string,True
responsiblePersonName,ПІБ особи відповідальної за зберігання ключів,"Вказується прізвище, ім’я та по батькові особи, яка відповідальна за зберігання ключів від споруди. Наприклад: Лукашевич Інна Леонідівна",string,True
