name,title,description,datatype,required
uid,Ідентифікаційний номер майданчика,Вказується ідентифікаційний номер майданчика,string,True
type,Тип майданчика,"Вказується тип майданчика. Наприклад: спортивний майданчик, дитячий майданчик",string,True
CATUTTC,Код КАТОТТГ,Код КАТОТТГ адміністративної одиниці. Наприклад: UA32140050010021659,string,True
addressPostCode,Поштовий індекс,Поштовий індекс адреси майданчика. Наприклад: 01234,string,True
addressAdminUnitL1,Країна,Назва країни. У колонці має бути зазначено: Україна,string,True
addressAdminUnitL2,Регіон,"Назва регіону, де розміщений майданчик. Наприклад: Київська область",string,True
addressAdminUnitL3,Район,"Назва району, де розміщений майданчик. Наприклад: Броварський район. У разі відсутності вказати: null",string,False
addressAdminUnitL4,Територіальна громада,"Назва територіальної громади, де розміщений майданчик. Наприклад: Згурівська. У разі відсутності вказати: null",string,False
addressPostName,Населений пункт,"Назва населеного пункту або назва селищної чи сільської ради, де розміщений майданчик. У колонці потрібно зазначати лише назву (без слова “місто”, “селищна рада” та їх скорочень “м.” та “с. р.”). Наприклад: Балта",string,True
addressThoroughfare,Вулиця або аналог,"Тип та назва площі, майдану, шосе, проспекту, бульвару, алеї, провулку, узвозу тощо, де розміщений майданчик. Наприклад: вул. Харківська",string,True
addressLocatorDesignator,Номер будівлі,"Номер будівлі (об’єкта), де розміщений майданчик, може включати числа та букви. Наприклад: 15-А",string,True
addressLocatorBuilding,Номер корпусу,"Номер корпусу, де розміщений майданчик, зазнається числом для об’єктів, які складаються з декількох корпусів. Наприклад: 3. У разі відсутності, вказати: null",string,False
addressDescription,Опис розміщення,"Опис вказується за потреби, щоб чіткіше визначити розміщення. Наприклад: Центральна алея.",string,False
lat,Географічна широта,Географічна широта місця розташування майданчика. Розділювач десяткових значень — крапка. Наприклад: 50.41717. У разі відсутності вказати: null,decimal,True
lon,Географічна довгота,Географічна довгота місця розташування майданчика. Розділювач десяткових значень — крапка. Наприклад: 30.53309. У разі відсутності вказати: null,decimal,True
balanceHolderName,Назва балансоутримувача,Повна назва юридичної особи балансоутримувача майданчика Наприклад: КП «Дитячий спорт»,string,True
balanceHolderId,Код ЄДРПОУ балансоутримувача,Код ЄДРПОУ юридичної особи балансоутримувача майданчика. Наприклад: 01411082,string,True
elements,"Обладнання (елементи) дитячих, спортивних та інших майданчиків","Перелік обладнання, яке розміщено на майданчику, значення вказуються через кому. Наприклад: гірка, гойдалка дитяча, біговий барабан, турнік, бруси",string,True
area,Площа майданчика,"Вказується площа майданчика в метрах квадратних. 
Дробові значення вказуються через крапку.
Наприклад: 40.00",decimal,True
startDate,Дата введення в експлуатацію,"Вказується дата введення майданчика в експлуатацію , у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2014-05-30",date,True
inventoryDate,Дата останньої проведеної інвентаризації,"Вказується дата останньої проведеної інвентаризації, у форматі ISO 8601 (рррр-мм-дд). Наприклад: 2015-05-30",date,True
inventoryOrgName,"Назва організації, яка проводить інвентаризацію","Повна назва юридичної особи, яка проводила інвентаризацію. Наприклад: КП «Дитячий спорт»",string,True
inventoryOrgId,"Код ЄДРПОУ організації, яка проводила інвентаризацію","Код ЄДРПОУ юридичної особи, яка проводила інвентаризацію. Наприклад: 01411082.",string,True
passport,"Посилання на паспорт об’єкта, оприлюднений в мережі інтернет","Посилання на паспорт майданчика, оприлюднений в мережі інтернет. Якщо посилання відсутнє вказати: null",anyURL,False
plan,"Посилання на план (ескіз) майданчика, оприлюднений в мережі інтернет","Посилання на план майданчика, оприлюднений в мережі інтернет. Якщо посилання відсутнє вказати: null",anyURL,False
